iso3,country_name,country_name_microsoft,ms_ai_diffusion_h1_2025_pct,ms_ai_diffusion_h2_2025_pct,ms_ai_diffusion_change_pct_points,country_name_imf,imf_aipi_index_2023,imf_aipi_digital_infrastructure_2023,imf_aipi_human_capital_labor_2023,imf_aipi_innovation_economic_integration_2023,imf_aipi_regulation_ethics_2023,country_name_wgi,wgi_control_corruption_latest,wgi_government_effectiveness_latest,wgi_political_stability_latest,wgi_rule_of_law_latest,wgi_regulatory_quality_latest,wgi_voice_accountability_latest,wgi_control_corruption_year,wgi_government_effectiveness_year,wgi_political_stability_year,wgi_rule_of_law_year,wgi_regulatory_quality_year,wgi_voice_accountability_year,country_name_wdi,wdi_population_total_latest,wdi_population_total_latest_year,wdi_gdp_per_capita_ppp_current_intl_latest,wdi_gdp_per_capita_ppp_current_intl_latest_year,wdi_individuals_using_internet_pct_latest,wdi_individuals_using_internet_pct_latest_year,wdi_tertiary_enrollment_gross_pct_latest,wdi_tertiary_enrollment_gross_pct_latest_year,wdi_rd_expenditure_pct_gdp_latest,wdi_rd_expenditure_pct_gdp_year,country_name_oecd,oecd_ai_policy_initiatives_total,oecd_ai_policy_initiatives_since_2020,oecd_ai_policy_initiatives_since_2022,oecd_ai_policy_initiatives_since_2024,oecd_ai_policy_initiatives_with_missing_year,oecd_ai_policy_initiatives_genai_mentioned,oecd_ai_policy_instrument_rows_total,oecd_ai_policy_rows_guidance_regulation,oecd_ai_policy_rows_governance,oecd_ai_policy_rows_financial_support,oecd_ai_policy_rows_enabler_incentive,country_name_anthropic_2025,anthropic_gdp_per_working_age_capita_2025_aug,anthropic_claude_usage_count_2025_aug,anthropic_claude_usage_pct_2025_aug,anthropic_claude_usage_per_capita_2025_aug,anthropic_claude_usage_per_capita_index_2025_aug,anthropic_usage_tier_2025_aug,anthropic_working_age_pop_2025_aug,anthropic_claude_usage_count_2026_feb,anthropic_claude_usage_pct_2026_feb,country_name_anthropic_2026,is_eu27,governance_regime_cfp,has_oecd_ai_policy_data,log_gdp_per_capita_ppp,log_population,log_oecd_policy_initiatives_plus1,analysis_ready_core_cross_section,analysis_ready_with_oecd_policy,analysis_ready_anthropic_robustness_2025,analysis_ready_anthropic_robustness_2026,log_gdp_per_capita_ppp_z,wdi_individuals_using_internet_pct_latest_z,log_population_z,wgi_government_effectiveness_latest_z,wgi_regulatory_quality_latest_z,wgi_rule_of_law_latest_z,imf_aipi_index_2023_z,log_oecd_policy_initiatives_plus1_z,anthropic_claude_usage_per_capita_index_2025_aug_z,institutional_capacity_z,ai_diffusion_fraction,logit_ai_diffusion,log_anthropic_per_capita_index,policy_intensity_z,digital_infra_z,reg_ethics_z,human_capital_z,innovation_integration_z,governance_instrument_ratio,guidance_regulation_ratio,financial_support_ratio,expected_diffusion_basic_access_pct,ai_capability_conversion_gap_pct,ai_capability_conversion_gap_z,access_assets_z,fs_IC,fs_RD,fs_AC,fs_RG,fs_Y,broad_mass_diffusion_z,specialist_platform_diffusion_z,broad_specialist_divergence_z,institutional_capacity_three_wgi_z,wgi_control_corruption_latest_z_local,institutional_capacity_four_wgi_z,capacity_bundle_pc1_z,capacity_bundle_pc2_z,ic_residualized_on_aipi_z,aipi_residualized_on_ic_z,conversion_position,conversion_position_label,anthropic_available,raw4,k4_configuration,country_name_bti,bti_governance_index,bti_steering_capability,bti_resource_efficiency,bti_rule_of_law,bti_stateness,bti_implementation,bti_policy_coordination,bti_anticorruption_policy,bti_governance_index_z,bti_steering_capability_z,bti_resource_efficiency_z,bti_rule_of_law_z,bti_stateness_z,bti_implementation_z,bti_policy_coordination_z,bti_anticorruption_policy_z,bti_capacity_index_z,bti_governance_performance_z,Economy,ms_ai_diffusion_h1_2025_pct_from_q1_file,ms_ai_diffusion_h2_2025_pct_from_q1_file,ms_ai_diffusion_q1_2026_pct,q1_match_status,q1_diffusion_change_from_h2_pct_points,q1_diffusion_change_from_h1_pct_points,ai_diffusion_fraction_q1_2026,logit_ai_diffusion_q1_2026,broad_mass_diffusion_q1_2026_z,claude_visible_platform_use_z,broad_claude_visible_divergence_q1_z,expected_diffusion_basic_access_q1_2026_pct,ai_capability_conversion_gap_q1_2026_pct,ai_capability_conversion_gap_q1_2026_z,capacity_bundle_pc3_z,capacity_bundle_pc4_z,k2_cluster,k2_label,k3_cluster,k3_label
IND,India,India,14.2,15.7,1.4,India,0.49250310659409,0.10598836839199,0.12388407438993,0.1108129248023,0.15181773900986,India,-0.2953362,0.4046051,-0.7857624999999999,-0.0392287,-0.0960695999999999,-0.0789293,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,India,1450935791.0,2024.0,11159.985647609126,2024.0,70.0,2025.0,34.4465039692543,2025.0,0.64558,2020.0,India,32.0,20.0,7.0,0.0,3.0,0.0,39.0,8.0,14.0,5.0,11.0,India,3948.7128605939074,68964.0,7.150277762225582,6.96629000810157e-05,0.267048037486808,1.0,989967399.0,61627.0,6.1627,India,0,Other / hybrid or not classified in CFP triad,1,9.320089949877945,21.09547455831868,3.49650756146648,1,1,1,1,-0.3423228852617316,-0.0026556216219533,3.1988635912664325,0.409521847133778,-0.0584619630884515,0.1668495769003553,0.1259065466570176,1.8078050184584245,-0.6255048269356823,0.1726364869818939,0.157,-1.6807211526535473,0.2366898149744999,1.8078050184584245,-0.0937059293341713,0.6168777343157239,-0.010315366640008,-0.1927109387140371,0.358974358974359,0.2051282051282051,0.1282051282051282,13.07848225968162,2.621517740318378,0.356673993552598,-0.1724892534418424,0.5959479489987058,0.5557090080796865,0.3794497920526577,0.694644510311087,0.5461866414021791,-0.19722723436676,-0.7154500793167092,0.5182228449499492,0.17537790378036722,-0.1354925003017367,0.09740827133984589,0.20568407162255753,-0.7826652178426762,0.15891073824732418,-0.10172350803530933,2,Intermediate mixed-conversion systems,1,0,2,India,5.175925925925927,6.0,5.333333333333333,5.75,6.75,6.0,6.0,5.0,0.3950355421170729,0.5102077680150632,0.4170362788760242,0.5541956703580293,-0.3028350908358526,0.5510588000660991,0.5193120828269633,0.4017995892600008,0.3147280337060674,0.4657416768602039,India,14.2,15.7,17.6,matched,1.9000000000000021,3.400000000000002,0.17600000000000002,-1.5436865348713198,-0.16892408168206352,-0.7154500793167092,0.5465259976346457,14.72042571285684,2.8795742871431607,0.37188218790931166,-0.6823358796354728,1.8273312409930145,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
AZE,Azerbaijan,Azerbaijan,14.2,15.5,1.3,Azerbaijan,0.4709397777915,0.11073476076126,0.14725781977177,0.10006237030029,0.11288482695818,Azerbaijan,-0.7750777999999999,0.1661183,-0.1404058,-0.4853711,0.1348932,-1.5042391,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Azerbaijan,10202830.0,2024.0,25088.999375713367,2024.0,90.80000181,2025.0,41.3413783372226,2024.0,0.20778,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Azerbaijan,10460.39769104414,484.0,0.0501817533338724,6.81257398469423e-05,0.2611554372170135,1.0,7104510.0,657.0,0.0657,Azerbaijan,0,Other / hybrid or not classified in CFP triad,0,10.130184757166752,16.138175690752487,0.0,1,0,1,1,0.3435596334249964,0.781418054626284,-0.386661795095172,0.1612591185149006,0.1922575715031883,-0.2891600471643247,-0.0147633305215346,-0.8154208455650402,-0.63084004623454,0.0214522142845881,0.155,-1.6959115104379272,0.2320283144275194,-0.8154208455650402,0.004030057326504,-0.1695032131160244,0.6941850095830393,-0.5190832996342504,,,,19.66732371827469,-4.167323718274698,-0.5669906291929141,0.5624888440256401,0.5509323381775126,0.5144735731159326,0.6891686602080311,0.4301900157255297,0.5414495499763146,-0.2148493504836993,-0.7258423667823366,0.5109930162986372,0.021792869157913872,-0.6154899396113319,-0.1403832654926858,0.09562584043787765,0.9547541424321664,0.09696324382038282,-0.09562895709002125,2,Intermediate mixed-conversion systems,1,2,3,Azerbaijan,3.770864197530864,4.666666666666667,4.0,2.25,8.5,5.0,5.0,3.0,-0.5409809194625382,-0.1994213103409135,-0.3154505186369934,-0.9840782742826372,0.7233799342934141,0.0156328737607406,0.0,-0.5900300274718936,-0.2633102176859336,-0.2717083170252664,Azerbaijan,14.2,15.5,17.7,matched,2.1999999999999993,3.5,0.177,-1.5368064681032407,-0.16070132215045002,-0.7258423667823366,0.5651410446318865,21.618075311535343,-3.9180753115353433,-0.5059992463999878,0.6914356493273245,-0.03476872884204725,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
GTM,Guatemala,Guatemala,13.7,14.8,1.1,Guatemala,0.39010570943356,0.077027454972267,0.10476835817099,0.11577283591032,0.092537060379982,Guatemala,-0.9482653,-0.9093696,-0.2097668999999999,-0.962274,-0.3094252,-0.4707611,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Guatemala,18406359.0,2024.0,14368.660568181482,2024.0,60.22140121,2024.0,27.2948879201171,2023.0,0.00609,2023.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guatemala,9620.500626667832,1116.0,0.1157083403318216,9.53717850265272e-05,0.3656013171046337,2.0,11701574.0,734.0,0.0733999999999999,Guatemala,0,Other / hybrid or not classified in CFP triad,0,9.572804764442116,16.72820676070013,0.0,1,0,1,1,-0.1283569741570471,-0.3712681809797961,0.04009709851941,-0.9583146300136816,-0.2900681643231098,-0.7766104938027875,-0.5420900049813849,-0.8154208455650402,-0.5362737005553612,-0.6749977627131929,0.148,-1.7503742530652004,0.3115948569854975,-0.8154208455650402,-0.6900585330499814,-0.5804947140508472,-0.5864758855476588,-0.0421347151363395,,,,17.552441891957837,-2.7524418919578366,-0.3744870486769415,-0.2498125775684216,0.22584532485133,0.2934038496071604,0.3575776399885316,0.2565691637609489,0.5248697299857887,-0.2765267568929871,-0.5484577725781852,0.271931015685198,-0.6857165292844095,-0.7887697980193387,-0.7167145456129482,-0.5517534377131171,0.4623677612202971,-0.49486589707861195,0.26181419185804483,3,Capacity-constrained conversion systems,1,1,4,Guatemala,4.4813888888888895,5.333333333333333,3.6666666666666665,2.75,6.0,4.0,4.0,4.0,-0.0676474039097695,0.1553932288370745,-0.4985722180152479,-0.7643248536196849,-0.7426415301769669,-0.5197930525446178,-0.5193120828269633,-0.0941152191059463,-0.3835585553769189,-0.2573411245942451,Guatemala,13.7,14.8,16.4,matched,1.5999999999999979,2.6999999999999993,0.16399999999999998,-1.6287621852605034,-0.26759719606142784,-0.5484577725781852,0.28086057651675733,19.17394653301964,-2.773946533019643,-0.3582409075010291,-0.2833903216015935,0.2569466718053142,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
PER,Peru,Peru,13.4,14.7,1.2,Peru,0.49113307148218,0.1119104847312,0.1236862167716,0.12366377562284,0.13187259435654,Peru,-0.7203896,-0.2004128,-0.6544223,-0.5057749,0.0828146,0.0455746,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Peru,34217848.0,2024.0,17802.418249897237,2024.0,81.95705992,2024.0,71.2404708862305,2017.0,0.17611,2023.0,Peru,19.0,14.0,9.0,4.0,1.0,0.0,26.0,5.0,11.0,0.0,9.0,Peru,12646.323877661176,5060.0,0.5246274212177577,0.0002213664469539,0.8485933711590928,2.0,22858026.0,3354.0,0.3354,Peru,0,Other / hybrid or not classified in CFP triad,1,9.787089583788283,17.34825793725037,2.995732273553991,1,1,1,1,0.0530714343293211,0.4480758741843377,0.4885689969780488,-0.2202966363934573,0.1357241282206156,-0.310015113097289,0.1169690271911205,1.432102502670105,-0.0989678576331228,-0.1315292070900435,0.147,-1.7583269607129428,0.6144250099712318,1.432102502670105,0.0282401380157169,0.2140185356942262,-0.0162789280750695,0.1974235907512971,0.4230769230769231,0.1923076923076923,0.0,17.09359466872216,-2.3935946687221623,-0.3256636246663969,0.2505736542568294,0.505381620469849,0.5530890974771806,0.4991199737785358,0.5683995220917624,0.5225011842728564,-0.2853378149514569,0.1266677522114973,-0.4120055671629542,-0.1336178523359603,-0.5607725751792064,-0.24334690879380294,0.11653215484159936,0.31845591897644304,-0.6616743764079789,0.658514239218903,2,Intermediate mixed-conversion systems,1,0,2,Peru,4.447916666666666,4.0,4.333333333333333,5.75,7.75,4.0,4.0,5.0,-0.0899457487956127,-0.5542358495189021,-0.1323288192587391,0.5541956703580293,0.2835734949522998,-0.5197930525446178,-0.5193120828269633,0.4017995892600008,0.012251749547415,-0.2356359939474723,Peru,13.4,14.7,16.4,matched,1.6999999999999993,2.9999999999999982,0.16399999999999998,-1.6287621852605034,-0.26759719606142784,0.12666775221149731,-0.39426494827292513,18.879689953711523,-2.4796899537115245,-0.32023918585474437,-0.8103587878808856,0.9788803696038478,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
TUR,Turkey,Türkiye,13.4,14.6,1.2,Türkiye,0.5401873588562,0.14132933318615,0.13902553915977,0.12593871355057,0.13389377295971,Türkiye,-0.5632153,-0.0707153,-0.9707105,-0.8434149,-0.2112376,-1.09467,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Türkiye,85518661.0,2024.0,45639.01927359441,2024.0,89.77024003,2025.0,105.88606262207,2023.0,1.42224,2023.0,Turkey,36.0,21.0,5.0,0.0,0.0,0.0,63.0,4.0,13.0,4.0,42.0,Turkey,22651.31044718029,10402.0,1.078492971444094,0.000178174561705,0.6830201869010764,2.0,58380949.0,9170.0,0.917,Turkey,0,Other / hybrid or not classified in CFP triad,1,10.728518315436512,18.26424516740227,3.610917912644224,1,1,1,1,0.8501503735067898,0.7426003125953025,1.1510861368625602,-0.0852826429772731,-0.18348152190853,-0.6551226157000423,0.4369780871631575,1.8936404376718723,-0.2488794768812252,-0.3079622601952818,0.146,-1.7663245720802334,0.5205899097303627,1.8936404376718723,0.634022373547088,0.2548430273936858,0.4460585457415332,0.2664876434270314,0.2063492063492063,0.0634920634920634,0.0634920634920634,24.902313495988363,-10.302313495988365,-1.4016946141278974,0.7963753430510461,0.4173671361578489,0.6468953411802276,0.8324439528140304,0.58119279450876,0.5201326385599242,-0.2941488730099266,-0.0825269751602963,-0.2116218978496302,-0.3128526105966061,-0.4035144563809239,-0.3381122522640741,0.303094951072695,1.2148560946676623,-1.9634188693801342,1.9869793026958347,2,Intermediate mixed-conversion systems,1,0,2,Türkiye,3.395864197530864,4.0,3.6666666666666665,3.0,6.75,5.0,5.0,2.0,-0.7907964015860837,-0.5542358495189021,-0.4985722180152479,-0.6544481432882087,-0.3028350908358526,0.0156328737607406,0.0,-1.0859448358378407,-0.560177540648859,-0.485652738532889,Türkiye,13.4,14.6,17.4,matched,2.799999999999999,3.9999999999999982,0.174,-1.5575394743064492,-0.1853696007452911,-0.0825269751602963,-0.1028426255849948,27.291899722550934,-9.891899722550935,-1.2774879008422222,-1.8012072606544793,0.7446081671979032,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
MNG,Mongolia,Mongolia,12.6,14.3,1.7,Mongolia,0.48437660932541,0.12516421079636,0.14172795414925,0.097375869750977,0.12010857462883,Mongolia,-0.4859579,-0.3892189,0.4203821,-0.09977,-0.0707494999999999,0.1269074,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Mongolia,3524788.0,2024.0,19144.72613684978,2024.0,85.12349701,2024.0,69.044059753418,2024.0,0.08365,2022.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mongolia,10677.466362993113,178.0,0.0184552729203084,8.058123516546995e-05,0.3089027399688463,1.0,2208951.0,243.0,0.0243,Mongolia,0,Other / hybrid or not classified in CFP triad,0,9.859782559126383,15.07533085057594,0.0,1,0,1,1,0.1146183552170056,0.5674374008055251,-1.1553984111482218,-0.4168421792322586,-0.0309759623653316,0.104969299541855,0.0728927757711535,-0.8154208455650402,-0.5876091601322208,-0.1142829473519117,0.143,-1.7905932883378723,0.2691891831503814,-0.8154208455650402,0.3011560482753551,-0.0235953619459627,0.5275111476116054,-0.6006418394034129,,,,17.98379995929914,-3.68379995929914,-0.5012041775359318,0.3410278780112653,0.5105167506169335,0.5401687520888985,0.5535050591077806,0.4918278972166233,0.5130270014211274,-0.3205820471853355,-0.6429964191420282,0.3224143719566926,-0.11609772704956864,-0.32621585611837195,-0.17042245080843893,0.06726656954171471,0.6029402789295584,-0.5019379345733085,0.49373714129814716,2,Intermediate mixed-conversion systems,1,2,3,Mongolia,5.898904320987655,6.333333333333333,4.666666666666667,6.25,9.0,6.0,5.0,4.0,0.8766653989897466,0.6876150376040572,0.0507928801195156,0.7739490910209817,1.0165842271874903,0.5510588000660991,0.0,-0.0941152191059463,0.6811213269843582,0.3453361496122454,Mongolia,12.6,14.3,16.7,matched,2.3999999999999986,4.1,0.16699999999999998,-1.6070398297500876,-0.24292891746658674,-0.6429964191420282,0.4000675016754415,19.728789717544302,-3.028789717544303,-0.39115259221010124,-0.2768711121583091,0.17081490113928946,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
NAM,Namibia,Namibia,13.0,13.8,0.9,Namibia,0.41961172968149,0.079586505889893,0.12299925088882,0.098822064697742,0.11820390820503,Namibia,0.1265202,0.0993430999999999,0.5467327,0.3278567,0.1349052,0.3365397,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Namibia,3030131.0,2024.0,11686.602066188076,2024.0,64.87460327,2024.0,26.1092654658031,2022.0,0.64636,2022.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,7434.795398545627,179.0,0.0185589542288495,9.953839763198708e-05,0.3815737460153141,2.0,1798301.0,151.0,0.0151,Namibia,0,Other / hybrid or not classified in CFP triad,0,9.36619834208403,14.924116410874408,0.0,1,0,1,1,-0.3032843185478602,-0.1958617902093876,-1.264769104103935,0.0917467037562168,0.192270597992368,0.5420537163267644,-0.3496054270063159,-0.8154208455650402,-0.5218121034552295,0.2753570060251164,0.138,-1.8320015855064884,0.3232232450751899,-0.8154208455650402,-0.6373634866040951,-0.06206649878004,-0.0369845409310614,-0.5567373078707998,,,,15.540944268131636,-1.7409442681316367,-0.236866428602389,-0.2495730543786239,0.6265333189323807,0.3766059120306667,0.357645392994359,0.4755760001871572,0.5011842728564662,-0.364637337477684,-0.5225335984690055,0.1578962609913214,0.27972959454966007,0.28658886966151936,0.2834138843400992,-0.09994791996057482,-0.4922283674772641,1.651158553714976,-1.6644217848945269,2,Intermediate mixed-conversion systems,1,2,3,Namibia,4.799768518518518,4.666666666666667,4.333333333333333,6.0,7.5,5.0,5.0,4.0,0.1444490245548742,-0.1994213103409135,-0.1323288192587391,0.6640723806895056,0.1369713485052617,0.0156328737607406,0.0,-0.0941152191059463,0.1227485248299977,-0.044297241731664,Namibia,13.0,13.8,15.1,matched,1.299999999999999,2.0999999999999996,0.151,-1.726779349496423,-0.3744930699724055,-0.5225335984690055,0.1480405284966,16.972690310898784,-1.8726903108987845,-0.2418483083430124,1.5903962495684663,0.49706561815486267,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
BWA,Botswana,Botswana,12.8,13.7,0.9,Botswana,0.41284810006618,0.081379868090153,0.10599353164434,0.11399831622839,0.1114763841033,Botswana,0.6311414,0.4168892999999999,1.0322942,0.3120842,0.4019336,0.295265,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Botswana,2521139.0,2024.0,20538.13201788891,2024.0,57.45950036,2024.0,21.4087908549348,2024.0,0.561,2013.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botswana,12027.171116893962,104.0,0.0107828560882701,6.462212214078177e-05,0.2477245546174363,1.0,1609356.0,148.0,0.0147999999999999,Botswana,0,Other / hybrid or not classified in CFP triad,0,9.930038535719316,14.740221341500533,0.0,1,0,1,1,0.174101943736265,-0.4753803715783331,-1.3977771105367758,0.4223095947613196,0.4821408115971142,0.525932379741046,-0.3937284358412319,-0.8154208455650402,-0.6430005018509288,0.4767942620331599,0.1369999999999999,-1.8404337652553031,0.221321536146166,-0.8154208455650402,-0.6004352239477717,-0.1979514479964208,-0.5495483346219021,-0.0960067435961364,,,,21.68875271611888,-7.988752716118878,-1.0869201039304204,-0.150639213921034,0.6865119196133017,0.3575336031006957,0.3856304289097068,0.4181722324731061,0.4959935897435897,-0.3734483955361538,-0.7497119162137169,0.3762635206775631,0.48436561512429677,0.7914791769047002,0.5659470035208556,-0.06947757601620104,-0.37828320860409986,2.321671552356082,-2.3044675803956856,2,Intermediate mixed-conversion systems,1,2,3,Botswana,6.837702546296296,7.0,7.333333333333333,7.75,9.5,6.0,9.0,6.0,1.5020689490489645,1.0424295767820455,1.5157664751455509,1.4332093530098389,1.3097885200815664,0.5510588000660991,2.077248331307853,0.897714397625948,1.3606525748135931,1.26438108832941,Botswana,12.8,13.7,14.8,matched,1.1000000000000014,2.0,0.14800000000000002,-1.7503742530652004,-0.3991613485672464,-0.7497119162137169,0.3505505676464705,23.447057560695878,-8.647057560695877,-1.116722947210241,2.5756779695965615,-0.09074718809326979,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
KAZ,Kazakhstan,Kazakhstan,12.7,13.7,1.1,Kazakhstan,0.55238711833954,0.15259651839733,0.15728041529655,0.10878692567348,0.13372325897217,Kazakhstan,-0.0670902999999999,0.1467640999999999,-0.2827558,-0.3815477,0.0470549,-0.8157128,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Kazakhstan,20592571.0,2024.0,40890.93176944082,2024.0,93.39167254,2024.0,52.8612860406142,2025.0,0.16242,2024.0,Kazakhstan,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,3.0,Kazakhstan,22317.150362946555,1371.0,0.1421470740097916,0.0001074288583532,0.4118212959743227,2.0,12761934.0,2026.0,0.2026,Kazakhstan,0,Other / hybrid or not classified in CFP triad,1,10.618663600319431,16.840440937648825,2.079441541679836,1,1,1,1,0.7571397431260249,0.8791132767449237,0.1212740663435269,0.1411115610725789,0.0969055161275137,-0.1830404100190614,0.516564067780547,0.7446629634834213,-0.4944256687921339,0.0183255557270104,0.1369999999999999,-1.8404337652553031,0.3448805701368401,0.7446629634834213,0.8660321565209745,0.2513989246023487,0.9962727667049626,-0.254217544607868,0.3,0.0,0.4,23.821251691935764,-10.121251691935765,-1.3770600157278747,0.8181265099354743,0.5500013653832692,0.6702248740809309,0.8457683850188575,0.5801135074580825,0.4959935897435897,-0.3734483955361538,-0.4742510453492832,0.1008026498131294,0.018616560179137966,0.09287511996074214,0.03766042953674377,0.4181959683546097,1.0374174750410965,-1.2608983470662691,1.362481743526691,2,Intermediate mixed-conversion systems,1,0,2,Kazakhstan,4.416412037037037,4.666666666666667,5.0,3.5,8.25,5.0,6.0,4.0,-0.1109333334357449,-0.1994213103409135,0.2339145794977699,-0.4346947226252563,0.576777787846376,0.0156328737607406,0.5193120828269633,-0.0941152191059463,0.0131286001884462,0.0607316122004781,Kazakhstan,12.7,13.7,15.9,matched,2.200000000000001,3.200000000000001,0.159,-1.6656874577527165,-0.30871099371949606,-0.47425104534928325,0.1655400516297872,26.092927282328464,-10.192927282328464,-1.3163640597421309,-0.9298554601683179,-0.029987025837750505,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
LBY,Libya,Libya,12.7,13.7,1.1,Libya,0.24497598037124,0.057738859206438,0.10832929611206,0.051114644855261,0.027793180197477,Libya,-1.5315957,-1.419488,-1.8964767,-1.6980126,-1.7391073,-1.3359995999999998,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Libya,7381023.0,2024.0,14303.808773698796,2024.0,81.95449829,2024.0,58.543701171875,2003.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,Other / hybrid or not classified in CFP triad,0,9.568281128594824,15.814422804856262,0.0,1,0,0,0,-0.1321869983969828,0.447979311372967,-0.6208264525628903,-1.4893435418976766,-1.842046364821192,-1.528621247310802,-1.4888538997888023,-0.8154208455650402,,-1.6200037180098903,0.1369999999999999,-1.8404337652553031,,-0.8154208455650402,-1.0872422869001006,-1.888214870476416,-0.4791468256041962,-2.005070344505441,,,,15.401084454916743,-1.701084454916746,-0.2314432500585393,0.1578961564879921,0.0,0.0,0.4729046455186643,0.0,0.4959935897435897,-0.3734483955361538,,,-1.6457289020876176,-1.372411279749174,-1.5875067217515797,-1.3216579278497935,2.598459647940244,-0.7107289087477427,0.1157492871665615,3,Capacity-constrained conversion systems,0,1,4,Libya,2.398888888888888,3.0,1.3333333333333333,2.0,2.0,2.0,1.0,2.0,-1.4549560479691912,-1.0864576582858847,-1.780424113663029,-1.0939549846141134,-3.0882758733295765,-1.5906449051553346,-2.077248331307853,-1.0859448358378407,-1.7008137355723592,-1.512612648703189,Libya,12.7,13.7,15.0,matched,1.3000000000000007,2.3000000000000007,0.15,-1.7346010553881064,-0.3827158295040191,,,16.997696722087365,-1.9976967220873654,-0.25799224250128727,0.9010944998728627,0.10123269535428449,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
EGY,Egypt,Egypt,12.5,13.4,0.9,"Egypt, Arab Rep.",0.39405445754528,0.091216824948788,0.11584154516459,0.10302583873272,0.083970248699188,"Egypt, Arab Rep.",-0.8269898,-0.0970579,-0.9779235,-0.7515398999999999,-0.4994693999999999,-1.6006344,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,"Egypt, Arab Rep.",116538258.0,2024.0,19094.14494441113,2024.0,74.64839935,2024.0,38.0398346509947,2025.0,1.01757,2024.0,Egypt,8.0,3.0,1.0,0.0,0.0,0.0,21.0,3.0,13.0,0.0,5.0,Egypt,5227.316547705825,5376.0,0.5573907147167323,7.335263269843965e-05,0.2811923790687435,1.0,73289803.0,4584.0,0.4584,Egypt,0,Other / hybrid or not classified in CFP triad,1,9.857137019626428,18.57373017191003,2.19722457733622,1,1,1,1,0.1123784577640306,0.1725697269293226,1.374931091545634,-0.112705065329016,-0.4963688905692435,-0.5612156384413408,-0.516330071671924,0.8330287113176509,-0.612698398411351,-0.3900965314465334,0.134,-1.866045108611524,0.2477911904591396,0.8330287113176509,-0.3978761834137808,-0.7535302547026657,-0.2527225963105684,-0.4291163878229693,0.6190476190476191,0.1428571428571428,0.0,18.242277850132904,-4.842277850132904,-0.6588223883193872,0.1424740923466766,0.3745088723319592,0.3045386615582598,0.4685422653978953,0.1834713553639698,0.4719551282051282,-0.3998815697115628,-0.6907008201162632,0.2908192504047004,-0.39629114999461484,-0.6674296235358442,-0.4680991447655209,-0.4165608354723163,0.9898057491200103,0.22959277067596404,-0.4028187032591032,2,Intermediate mixed-conversion systems,1,0,2,Egypt,3.737222222222221,4.333333333333333,4.0,2.75,7.0,5.0,5.0,3.0,-0.5633923495460503,-0.3768285799299081,-0.3154505186369934,-0.7643248536196849,-0.1562329443888145,0.0156328737607406,0.0,-0.5900300274718936,-0.4352458492242902,-0.3050114336373508,Egypt,12.5,13.4,14.8,matched,1.4000000000000004,2.3000000000000007,0.14800000000000002,-1.7503742530652004,-0.3991613485672464,-0.6907008201162632,0.2915394715490168,20.11274701727969,-5.3127470172796905,-0.6861139139267556,1.0459665877709183,-0.5421444574404289,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
