iso3,country_name,country_name_microsoft,ms_ai_diffusion_h1_2025_pct,ms_ai_diffusion_h2_2025_pct,ms_ai_diffusion_change_pct_points,country_name_imf,imf_aipi_index_2023,imf_aipi_digital_infrastructure_2023,imf_aipi_human_capital_labor_2023,imf_aipi_innovation_economic_integration_2023,imf_aipi_regulation_ethics_2023,country_name_wgi,wgi_control_corruption_latest,wgi_government_effectiveness_latest,wgi_political_stability_latest,wgi_rule_of_law_latest,wgi_regulatory_quality_latest,wgi_voice_accountability_latest,wgi_control_corruption_year,wgi_government_effectiveness_year,wgi_political_stability_year,wgi_rule_of_law_year,wgi_regulatory_quality_year,wgi_voice_accountability_year,country_name_wdi,wdi_population_total_latest,wdi_population_total_latest_year,wdi_gdp_per_capita_ppp_current_intl_latest,wdi_gdp_per_capita_ppp_current_intl_latest_year,wdi_individuals_using_internet_pct_latest,wdi_individuals_using_internet_pct_latest_year,wdi_tertiary_enrollment_gross_pct_latest,wdi_tertiary_enrollment_gross_pct_latest_year,wdi_rd_expenditure_pct_gdp_latest,wdi_rd_expenditure_pct_gdp_year,country_name_oecd,oecd_ai_policy_initiatives_total,oecd_ai_policy_initiatives_since_2020,oecd_ai_policy_initiatives_since_2022,oecd_ai_policy_initiatives_since_2024,oecd_ai_policy_initiatives_with_missing_year,oecd_ai_policy_initiatives_genai_mentioned,oecd_ai_policy_instrument_rows_total,oecd_ai_policy_rows_guidance_regulation,oecd_ai_policy_rows_governance,oecd_ai_policy_rows_financial_support,oecd_ai_policy_rows_enabler_incentive,country_name_anthropic_2025,anthropic_gdp_per_working_age_capita_2025_aug,anthropic_claude_usage_count_2025_aug,anthropic_claude_usage_pct_2025_aug,anthropic_claude_usage_per_capita_2025_aug,anthropic_claude_usage_per_capita_index_2025_aug,anthropic_usage_tier_2025_aug,anthropic_working_age_pop_2025_aug,anthropic_claude_usage_count_2026_feb,anthropic_claude_usage_pct_2026_feb,country_name_anthropic_2026,is_eu27,governance_regime_cfp,has_oecd_ai_policy_data,log_gdp_per_capita_ppp,log_population,log_oecd_policy_initiatives_plus1,analysis_ready_core_cross_section,analysis_ready_with_oecd_policy,analysis_ready_anthropic_robustness_2025,analysis_ready_anthropic_robustness_2026,log_gdp_per_capita_ppp_z,wdi_individuals_using_internet_pct_latest_z,log_population_z,wgi_government_effectiveness_latest_z,wgi_regulatory_quality_latest_z,wgi_rule_of_law_latest_z,imf_aipi_index_2023_z,log_oecd_policy_initiatives_plus1_z,anthropic_claude_usage_per_capita_index_2025_aug_z,institutional_capacity_z,ai_diffusion_fraction,logit_ai_diffusion,log_anthropic_per_capita_index,policy_intensity_z,digital_infra_z,reg_ethics_z,human_capital_z,innovation_integration_z,governance_instrument_ratio,guidance_regulation_ratio,financial_support_ratio,expected_diffusion_basic_access_pct,ai_capability_conversion_gap_pct,ai_capability_conversion_gap_z,access_assets_z,fs_IC,fs_RD,fs_AC,fs_RG,fs_Y,broad_mass_diffusion_z,specialist_platform_diffusion_z,broad_specialist_divergence_z,institutional_capacity_three_wgi_z,wgi_control_corruption_latest_z_local,institutional_capacity_four_wgi_z,capacity_bundle_pc1_z,capacity_bundle_pc2_z,ic_residualized_on_aipi_z,aipi_residualized_on_ic_z,conversion_position,conversion_position_label,anthropic_available,raw4,k4_configuration,country_name_bti,bti_governance_index,bti_steering_capability,bti_resource_efficiency,bti_rule_of_law,bti_stateness,bti_implementation,bti_policy_coordination,bti_anticorruption_policy,bti_governance_index_z,bti_steering_capability_z,bti_resource_efficiency_z,bti_rule_of_law_z,bti_stateness_z,bti_implementation_z,bti_policy_coordination_z,bti_anticorruption_policy_z,bti_capacity_index_z,bti_governance_performance_z,Economy,ms_ai_diffusion_h1_2025_pct_from_q1_file,ms_ai_diffusion_h2_2025_pct_from_q1_file,ms_ai_diffusion_q1_2026_pct,q1_match_status,q1_diffusion_change_from_h2_pct_points,q1_diffusion_change_from_h1_pct_points,ai_diffusion_fraction_q1_2026,logit_ai_diffusion_q1_2026,broad_mass_diffusion_q1_2026_z,claude_visible_platform_use_z,broad_claude_visible_divergence_q1_z,expected_diffusion_basic_access_q1_2026_pct,ai_capability_conversion_gap_q1_2026_pct,ai_capability_conversion_gap_q1_2026_z,capacity_bundle_pc3_z,capacity_bundle_pc4_z,k2_cluster,k2_label,k3_cluster,k3_label
LBN,Lebanon,Lebanon,24.8,25.7,0.9,Lebanon,0.41784849762917,0.086067266762257,0.12012753635645,0.13071250915527,0.080941185355186,Lebanon,-1.3041344,-1.1301199,-1.3896806,-1.0853525,-0.9588794,-0.7732540999999999,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Lebanon,5805962.0,2024.0,12574.8329116403,2023.0,80.63400269,2024.0,54.4012561547071,2023.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lebanon,7649.559298285476,698.0,0.072369553361659,0.0001888045399647,0.7237694929087171,2.0,3696945.0,714.0,0.0714,Lebanon,0,Other / hybrid or not classified in CFP triad,0,9.439452707534954,15.574395878591798,0.0,1,0,1,1,-0.2412620858064448,0.3982021118794626,-0.7944336246384582,-1.1881138131191438,-0.9950771734041648,-0.902411091359632,-0.3611079940963914,-0.8154208455650402,-0.2119846471162654,-1.0285340259609803,0.257,-1.061619959822539,0.5445134584928877,-0.8154208455650402,-0.503914014058737,-0.8147123645619327,-0.1235399446718628,0.4114136508962442,,,,14.386918854843955,11.313081145156044,1.5392159165542625,0.0784700130365089,0.0413675153880607,0.3716338913361933,0.4504376770190419,0.1576253463477369,0.7830412126954049,0.683878571480209,-0.0291921329925412,0.7130707044727503,-1.0448668447402831,-1.144828677902614,-1.0775645155750835,-0.5800497781985483,1.3282527646531646,-1.9345881037872648,1.6677180191741083,3,Capacity-constrained conversion systems,1,1,4,Lebanon,2.881211419753086,2.6666666666666665,2.6666666666666665,4.25,5.0,3.0,3.0,2.0,-1.1336450197374897,-1.263864927874879,-1.0479373161500112,-0.1050645916308277,-1.3290501159651191,-1.0552189788499762,-1.0386241656539266,-1.0859448358378407,-0.9759123942716654,-1.104205874017354,Lebanon,24.8,25.7,27.3,matched,1.6000000000000014,2.5,0.273,-0.9794546823485595,0.6286835928844626,-0.02919213299254128,0.6578757258770039,15.896437442225762,11.403562557774238,1.472711370177253,-1.2878876720656476,-0.6736821188502444,2.0,Lower-capacity profile,3.0,Capacity-constrained low-observability profile
OMN,Oman,Oman,22.6,24.2,1.6,Oman,0.53277696669102,0.11640864610672,0.15812475979328,0.12507177889347,0.13317178189754,Oman,0.5072492,0.5675096,0.6272361,0.4493583,0.6875152,-0.8876853,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Oman,5281538.0,2024.0,41740.16585300117,2024.0,95.25174678,2024.0,42.226921081543,2024.0,0.38979,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oman,27874.66708509641,297.0,0.0307933486366944,7.741297816849756e-05,0.2967574400701719,1.0,3836566.0,359.0,0.0359,Oman,0,Other / hybrid or not classified in CFP triad,0,10.639219154102005,15.479727901145155,0.0,1,0,1,1,0.7745435023830147,0.9492303498477864,-0.8629052753253352,0.5791040448667087,0.792151280122504,0.6662425379659027,0.3886358777916826,-0.8154208455650402,-0.5986056362960591,0.6791659543183718,0.242,-1.1417456594856852,0.2598668717075012,-0.8154208455650402,0.1208646422690397,0.240259992486026,1.021721876631106,0.2401686744149325,,,,24.14175598415015,0.0582440158498478,0.0079244650586194,0.8618869261154005,0.7467687517467392,0.6327244890367272,0.8725753467668212,0.5766228726193774,0.7475130270014211,0.5517127006031637,-0.6637794565743139,1.2154921571774775,0.6899509105502184,0.6675209069726529,0.6890154711674189,0.5706745867261677,0.6991909794861387,0.8960861214528347,-0.6913580285193923,2,Intermediate mixed-conversion systems,1,2,3,Oman,3.939382716049384,4.0,4.666666666666667,1.75,7.0,5.0,5.0,3.0,-0.4287181595946729,-0.5542358495189021,0.0507928801195156,-1.2038316949455896,-0.1562329443888145,0.0156328737607406,0.0,-0.5900300274718936,-0.4584451536656926,-0.2510930471175354,Oman,22.6,24.2,26.5,matched,2.3000000000000007,3.8999999999999986,0.265,-1.0201406732266145,0.5629015166315532,-0.6637794565743139,1.226680973205867,26.37504330038413,0.12495669961586842,0.01613751416469895,1.4975018086921608,-0.39959534875664904,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
PRT,Portugal,Portugal,22.4,24.2,1.8,Portugal,0.64601981639862,0.15507057309151,0.15130364894867,0.16398896276951,0.17565663158894,Portugal,0.8241683,0.9474847,0.5369269999999999,1.0721547,0.7401574999999999,1.2651386,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Portugal,10694681.0,2024.0,51679.888380752695,2024.0,88.48704454,2024.0,77.6778182983398,2023.0,1.69491,2023.0,Portugal,36.0,10.0,5.0,0.0,18.0,0.0,51.0,3.0,24.0,6.0,8.0,Portugal,46013.61009194968,3521.0,0.3650618873730681,0.0005250135167495,2.012603970534846,4.0,6706494.0,4406.0,0.4406,Portugal,1,EU regulatory-sovereignty model,1,10.852823978638996,16.185257073031835,3.610917912644224,1,1,1,1,0.9553961800435404,0.6942291723242595,-0.3526086754634165,0.9746548893295084,0.8492966427342903,1.3028131760241464,1.1273834944307215,1.8936404376718723,0.9549389966461794,1.0422549026959815,0.242,-1.1417456594856852,1.102804811261825,1.8936404376718723,0.9169769916243036,1.098384252687027,0.8161290168740032,1.4216419816396413,0.4705882352941176,0.0588235294117647,0.1176470588235294,26.708644557234443,-2.508644557234444,-0.3413168863484914,0.8248126761839,0.8548796716330118,0.8492781671342856,0.8498642282147979,0.8455354045672356,0.7475130270014211,0.5517127006031637,1.2154552008594024,-0.6637425002562387,1.0588056049750516,0.9846090153799738,1.0472386124316013,1.0954942140277062,-0.1954820501438415,0.02683440697406615,0.38812925654463376,1,High-capacity integrated conversion systems,1,3,1,,,,,,,,,,,,,,,,,,,,Portugal,22.4,24.2,26.4,matched,2.1999999999999993,4.0,0.264,-1.02528101558256,0.5546787570999394,1.2154552008594024,-0.660776443759463,29.092853853946195,-2.692853853946197,-0.3477682056673217,-0.2129960825566103,-0.14844606103358962,1.0,High-capacity profile,1.0,High-capacity integrated profile
SVK,Slovakia,Slovakia,22.1,23.8,1.7,Slovak Republic,0.59162250161171,0.16607758402824,0.14577409625053,0.13627831637859,0.14349250495434,Slovak Republic,0.1108200999999999,0.6575804,0.6343713,0.5609434999999999,0.4047054,0.9301839,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Slovak Republic,5422069.0,2024.0,48132.35643054295,2024.0,89.82507032,2024.0,54.4743194580078,2024.0,1.03359,2023.0,Slovakia,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,3.0,2.0,Slovakia,39478.15712832029,903.0,0.0936242216125761,0.000253482578336,0.9717083986314544,3.0,3562375.0,1089.0,0.1089,Slovakia,1,EU regulatory-sovereignty model,1,10.781709920802449,15.505988034891164,1.0986122886681098,1,1,1,1,0.8951860803563124,0.7446671867928512,-0.8439117914320005,0.672866980915518,0.4851497134894584,0.7802956409733328,0.7725188230262512,0.0088039328763051,0.0125017212414088,0.6461041117927697,0.238,-1.1636758820151714,0.6789003743699233,0.0088039328763051,1.143629360495275,0.448721665345579,0.6494645866534441,0.5803840648002058,0.125,0.25,0.375,26.05849536551476,-2.258495365514761,-0.3072825138846309,0.8199266335745818,0.7369244801858745,0.745254481522765,0.8468711132318788,0.6419490250924679,0.7380388441496921,0.5164684683692851,0.2704082740733449,0.2460601942959401,0.6563640556586171,0.2708803970235313,0.5627199294650874,0.7131604851273797,0.4954558821167232,-0.17036497713862225,0.44158326938945447,2,Intermediate mixed-conversion systems,1,0,2,Slovakia,5.36675925925926,6.333333333333333,6.333333333333333,7.25,9.75,7.0,7.0,6.0,0.5221638652421656,0.6876150376040572,0.9664013770107877,1.2134559323468863,1.4563906665286046,1.0864847263714574,1.0386241656539266,0.897714397625948,0.9692053757465002,0.866500594918057,Slovakia,22.1,23.8,26.1,matched,2.3000000000000007,4.0,0.261,-1.0407775136255082,0.5300104785050986,0.27040827407334495,0.2596022044317537,28.375018238775873,-2.2750182387758713,-0.2938068880344529,0.21201476025604904,-1.073986437146868,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
HRV,Croatia,Croatia,21.8,23.7,1.9,Croatia,0.58169589936733,0.17218679189682,0.12623111903667,0.13978588581085,0.14349210262299,Croatia,0.1486813,0.7097625,0.5814089,0.3774834999999999,0.2858764,0.6486643,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Croatia,3866200.0,2024.0,49550.79215060172,2024.0,83.63240029,2024.0,81.1775207519531,2023.0,1.38621,2023.0,Croatia,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,Croatia,38045.172524694855,900.0,0.0933131776869529,0.0003701452367654,1.4189268455426038,3.0,2431478.0,1084.0,0.1084,Croatia,1,EU regulatory-sovereignty model,1,10.810753526524426,15.167782670469729,0.6931471805599453,1,1,1,1,0.9197764138149396,0.5112292476730578,-1.088529667483538,0.7271881028017739,0.3561559899288244,0.5927781003161208,0.7077619419667018,-0.2953929092155531,0.4174177819822406,0.5587073976822398,0.237,-1.1691978901493258,0.8833239895594434,-0.2953929092155531,1.2694279486222533,0.4487135389124018,0.0604261345455608,0.6868691504285082,1.0,0.0,0.0,27.07634631275776,-3.3763463127577538,-0.4593731732067727,0.7155028307439987,0.7109018232040362,0.7262718946964666,0.782902688513367,0.6419464784919081,0.7356702984367598,0.5076574103108152,0.7261475692641056,-0.2184901589532903,0.5675795073516052,0.3087617878580732,0.5055845772753351,0.6456503982145481,0.39619634242221075,-0.248230458553167,0.49030483363363003,2,Intermediate mixed-conversion systems,1,2,3,Croatia,6.445131172839506,7.0,7.0,7.25,9.5,7.0,7.0,7.0,1.240547863907604,1.0424295767820455,1.3326447757672966,1.2134559323468863,1.3097885200815664,1.0864847263714574,1.0386241656539266,1.393629205991895,1.22777333377708,1.1890600524123711,Croatia,21.8,23.7,26.1,matched,2.400000000000002,4.300000000000001,0.261,-1.0407775136255082,0.5300104785050986,0.7261475692641056,-0.19613709075900698,29.39381322402971,-3.2938132240297087,-0.42537901306655695,0.015294444960994628,-0.8113389499673239,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
VNM,Vietnam,Vietnam,21.2,23.5,2.3,Vietnam,0.4818687364459,0.14108048379421,0.12063619494438,0.11066352576017,0.10948853194714,Vietnam,-0.2516989,-0.0922968,0.0056736,-0.3139343,-0.2668063,-1.0983092,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Vietnam,100987686.0,2024.0,16385.506556545766,2024.0,84.15,2024.0,37.5923642016718,2024.0,0.41456,2023.0,Vietnam,6.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,2.0,Vietnam,6717.646893699442,10651.0,1.1043096172708176,0.0001557214739196,0.5969477865036321,2.0,68397760.0,6306.0,0.6306,Vietnam,0,Other / hybrid or not classified in CFP triad,1,9.704152476525994,18.430509146580512,1.9459101490553128,1,1,1,1,-0.0171488800213299,0.5307406069100365,1.2713418918829889,-0.1077488007591222,-0.2438036110149249,-0.1139316207272684,0.0565324923858852,0.6444821411531505,-0.3268102902189965,-0.1551613441671052,0.235,-1.180290319682377,0.4680941739605274,0.6444821411531505,0.6288981573089547,-0.2381028001439386,-0.1082086333774312,-0.1972464924931534,0.375,0.125,0.25,15.81829917304258,7.681700826957421,1.0451437612222494,0.2567958634443533,0.4970997723912704,0.535372960587172,0.5019058150977355,0.4012105387360683,0.7309332070108954,0.4900352941938759,-0.1995602719155904,0.6895955661094664,-0.15762526082116676,-0.09183192915596863,-0.14195809810246546,-0.027334843696532694,0.6413890509131871,-0.5737272242716985,0.5545386620578654,2,Intermediate mixed-conversion systems,1,0,2,Vietnam,4.711111111111111,6.0,5.0,2.75,9.25,6.0,5.0,5.0,0.0853877099540611,0.5102077680150632,0.2339145794977699,-0.7643248536196849,1.1631863736345285,0.5510588000660991,0.0,0.4017995892600008,0.2456743154963475,0.2970614077988323,Vietnam,21.2,23.5,26.5,matched,3.0,5.300000000000001,0.265,-1.0201406732266145,0.5629015166315532,-0.1995602719155904,0.7624617885471436,17.59715502318381,8.90284497681619,1.1497565745666176,-0.1338708253635021,-0.7875244880312321,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
DOM,Dominican Republic,Dominican Republic,22.0,22.7,0.8,Dominican Republic,0.46881140768528,0.092551022768021,0.12067542970181,0.13091138005257,0.12467357516289,Dominican Republic,-0.2654917,0.0746487,0.5893402,-0.1822626,0.2073279999999999,0.2011502,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Dominican Republic,11427557.0,2024.0,27541.662528338416,2024.0,91.0022446,2024.0,57.6509476207267,2024.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,16637.61618246597,1131.0,0.1172635599599375,0.0001510046616514,0.5788662042274328,2.0,7489835.0,1244.0,0.1244,Dominican Republic,0,Other / hybrid or not classified in CFP triad,0,10.223455138228864,16.25153827714322,0.0,1,0,1,1,0.4225288149407414,0.7890417678018167,-0.3046686689540534,0.0660400435737413,0.2708884997056456,0.020652230565407,-0.0286479011355347,-0.8154208455650402,-0.3431815358995094,0.119193591281598,0.2269999999999999,-1.2253290311060194,0.456706997185192,-0.8154208455650402,-0.3704028668149436,0.0686101591883249,-0.1070260714508379,0.4174511035930318,,,,20.496786554186272,2.203213445813727,0.299761060656307,0.605785291371279,0.5800351523097351,0.5104035026784178,0.7156914017433295,0.5228325377910618,0.7119848413074372,0.4195468297261183,-0.2249466927211941,0.6444935224473125,0.12108635056512072,-0.1056320846582419,0.06417572651243428,0.19360668764513833,0.8043503155685137,0.4032019165617022,-0.3856560429519054,2,Intermediate mixed-conversion systems,1,2,3,Dominican Republic,6.219521604938272,6.666666666666667,6.333333333333333,6.25,7.75,7.0,7.0,6.0,1.09025249596912,0.8650223071930517,0.9664013770107877,0.7739490910209817,0.2835734949522998,1.0864847263714574,1.0386241656539266,0.897714397625948,0.795839753229248,0.9907499116373818,Dominican Republic,22.0,22.7,24.8,matched,2.1000000000000014,2.8000000000000007,0.248,-1.1093075777848578,0.4231146045941208,-0.2249466927211941,0.6480612973153149,22.507857146776907,2.292142853223094,0.2960184437898192,0.7391776592467152,1.0287860657998356,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
URY,Uruguay,Uruguay,20.9,22.5,1.6,Uruguay,0.54864098876715,0.12890385091305,0.1298596560955,0.12161124497652,0.16826623678207,Uruguay,1.5279256,0.6904798999999999,1.2779376,0.9505638,0.6468484,1.2278086,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Uruguay,3386588.0,2024.0,36417.87416249601,2024.0,91.99109007,2024.0,79.9536903496537,2023.0,0.70196,2023.0,Uruguay,4.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,9.0,0.0,1.0,Uruguay,36408.30401277872,762.0,0.0790051571082868,0.0003426727394392,1.3136128765963584,3.0,2223696.0,593.0,0.0593,Uruguay,0,Other / hybrid or not classified in CFP triad,1,10.502814981520231,15.03533348283026,1.6094379124341005,1,1,1,1,0.6590542576575986,0.8263171348900812,-1.1843277900844127,0.7071150803499385,0.7480058109416172,1.1785330793584043,0.4921259306233675,0.392046629971131,0.322065459775442,0.8778846568833201,0.225,-1.2367626271489267,0.8388103185772797,0.392046629971131,0.3781613584403793,0.9491104027780704,0.1697926772764956,0.1351115237062619,0.9,0.0,0.0,23.313047213637688,-0.8130472136376881,-0.1106201923316949,0.74268569627384,0.8059378942637412,0.6630611711219736,0.7995544962444088,0.7987570872601132,0.7072477498815727,0.401924713609179,0.6269093818318119,-0.2249846682226328,0.8918252078501284,1.6887416190471036,1.100989563146958,0.8154265939527119,-0.07731645556211471,1.1842300712117826,-0.9215403365003917,2,Intermediate mixed-conversion systems,1,0,2,Uruguay,7.455061728395062,9.333333333333334,8.0,10.0,10.0,9.0,8.0,9.0,1.913337966967367,2.2842804639050054,1.88200987390206,2.4220997459931244,1.6029928129756428,2.157336578982174,1.5579362484808896,2.3854588227237894,2.02094417274864,2.0300599924935474,Uruguay,20.9,22.5,24.6,matched,2.1000000000000014,3.700000000000003,0.24600000000000002,-1.1200608320755931,0.40666908553089354,0.6269093818318119,-0.22024029630091835,25.44579989041582,-0.8457998904158188,-0.10923069954668385,0.8588787781400755,1.9724025576948132,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
LTU,Lithuania,Lithuania,21.0,22.4,1.3,Lithuania,0.664883852005,0.17740085721016,0.1684432476759,0.14762686192989,0.17141288518906,Lithuania,0.9927892,1.2014922,0.9394441,1.3742358,1.291591,1.2226462,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Lithuania,2888278.0,2024.0,55285.899193430414,2024.0,89.16116293,2024.0,75.6177368164062,2024.0,1.04977,2023.0,Lithuania,4.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,2.0,1.0,Lithuania,45109.332193465,1045.0,0.1083469674254064,0.0005555794800307,2.129776532955327,4.0,1880919.0,1147.0,0.1147,Lithuania,1,EU regulatory-sovereignty model,1,10.920273167535026,14.876171034749932,1.6094379124341005,1,1,1,1,1.0125033471888454,0.7196406357030624,-1.2994471349924306,1.2390745345243763,1.447900186154439,1.6115753309953953,1.250444344456928,0.392046629971131,1.0610282081487552,1.4328500172247367,0.2239999999999999,-1.242506468328179,1.1409616067813615,0.392046629971131,1.3767940865782822,1.0126675379915568,1.3327280280460445,0.9249106288854224,0.2222222222222222,0.4444444444444444,0.2222222222222222,27.58538230116392,-5.185382301163923,-0.7055039090555556,0.8660719914459538,0.9711806423000432,0.8853517585784503,0.8751390537884272,0.8186741446681016,0.7048792041686405,0.3931136555507092,1.3005214544851873,-0.907407798934478,1.4556032554050555,1.1533198384857444,1.388686371744597,1.222611490741033,-0.3333719339190468,0.7972476247265917,-0.28360887956958264,1,High-capacity integrated conversion systems,1,3,1,Lithuania,7.382453703703703,9.0,8.333333333333334,9.5,10.0,8.0,8.0,8.0,1.86496834378254,2.106873194316011,2.065131573280315,2.202346325330172,1.6029928129756428,1.621910652676816,1.5579362484808896,1.8895440143578424,1.9684624499369363,1.851060671149069,Lithuania,21.0,22.4,24.3,matched,1.9000000000000021,3.3000000000000007,0.243,-1.1363018100969002,0.3820008069360525,1.3005214544851873,-0.9185206475491348,29.960579559447975,-5.660579559447974,-0.7310346952329155,0.8867820789006586,-1.5457890027037056,1.0,High-capacity profile,1.0,High-capacity integrated profile
JAM,Jamaica,Jamaica,22.2,22.1,-0.1,Jamaica,0.4337519928813,0.090625986456871,0.12908591330051,0.094660580158234,0.11937951296568,Jamaica,-0.0962722999999999,0.1712622,0.476823,-0.0776697,0.0908785,0.485209,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Jamaica,2839175.0,2024.0,12890.266005147236,2024.0,90.10870361,2024.0,26.2334142821948,2015.0,0.06096,2002.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamaica,9671.355122194287,310.0,0.0321412056477282,0.0001493906068005,0.5726788336209688,2.0,2075097.0,368.0,0.0368,Jamaica,0,Other / hybrid or not classified in CFP triad,0,9.46422773227168,14.85902407497839,0.0,1,0,1,1,-0.2202858294299565,0.7553589837661463,-1.311849223549575,0.1666138746261095,0.1444778203952582,0.127558386556935,-0.2573604352520394,-0.8154208455650402,-0.3487836432133223,0.1462166938594342,0.221,-1.2598483443529955,0.4527804287992966,-0.8154208455650402,-0.4100425149076716,-0.0383212113929043,0.1464715500345677,-0.6830743757716466,,,,13.776874986070942,8.32312501392906,1.132413560243567,0.2675365771680948,0.5880813693343101,0.4164790989786061,0.5084854120731008,0.4856070519654082,0.6977735670298437,0.3666804813753004,-0.2337005321787698,0.6003810135540701,0.14853857208906665,0.06367755761898856,0.12795161307186828,0.025148267622723423,0.3563582277370019,1.0588886757544331,-1.0795443084356646,2,Intermediate mixed-conversion systems,1,2,3,Jamaica,5.528250385802469,6.333333333333333,4.333333333333333,7.0,8.25,6.0,5.0,4.0,0.6297451549383425,0.6876150376040572,-0.1323288192587391,1.1035792220154104,0.576777787846376,0.5510588000660991,0.0,-0.0941152191059463,0.5730776766290894,0.2736624923739689,Jamaica,22.2,22.1,24.0,matched,1.8999999999999986,1.8000000000000007,0.24,-1.1526795099383855,0.3573325283412114,-0.2337005321787698,0.5910330605199812,15.279504756707627,8.720495243292373,1.1262070456760833,1.2716827892182854,1.043566480104246,2.0,Lower-capacity profile,2.0,Intermediate readiness-access profile
COL,Colombia,Colombia,20.4,22.0,1.6,Colombia,0.48949392139912,0.11693494021893,0.13145245611668,0.10329802334309,0.13780850172043,Colombia,-0.2937197,-0.1110990999999999,-0.9708732,-0.5597434,0.0133922,0.034564,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Colombia,52886363.0,2024.0,22349.436440123,2024.0,79.34543299,2024.0,59.2901382446289,2022.0,0.2894,2020.0,Colombia,30.0,22.0,0.0,0.0,1.0,0.0,92.0,19.0,34.0,19.0,20.0,Colombia,11313.865939573909,7948.0,0.8240590402843356,0.0002148472709733,0.8236025489336274,2.0,36993721.0,6908.0,0.6908,Colombia,0,Other / hybrid or not classified in CFP triad,1,10.014556384516782,17.783656075315644,3.4339872044851463,1,1,1,1,0.2456606236409041,0.3496283862129893,0.8034846635362077,-0.1273218349996366,0.0603632830185542,-0.3651772214204044,0.1062759174689534,1.7608996379956898,-0.121594798359967,-0.1440452578004956,0.22,-1.265666373331276,0.6008139671043778,1.7608996379956898,0.131701899353721,0.3339141255870834,0.2178007391355599,-0.4208532295016012,0.3695652173913043,0.2065217391304347,0.2065217391304347,19.410939392189345,2.589060607810655,0.3522579963259725,0.2976445049269467,0.5016549255051679,0.5499545597968141,0.5269290681942743,0.6059715010495863,0.6954050213169114,0.3578694233168306,0.0963234738501131,0.2615459494667174,-0.14633265426214911,-0.13387513824548813,-0.1441728535527886,0.15433472949194668,0.3207501480518873,-0.6692214492056306,0.6616182230012614,2,Intermediate mixed-conversion systems,1,0,2,Colombia,5.077222222222222,5.333333333333333,4.666666666666667,6.25,6.75,5.0,4.0,5.0,0.3292816399087515,0.1553932288370745,0.0507928801195156,0.7739490910209817,-0.3028350908358526,0.0156328737607406,-0.5193120828269633,0.4017995892600008,0.2013163498100942,0.0722646881765199,Colombia,20.4,22.0,24.5,matched,2.5,4.100000000000001,0.245,-1.1254595387042978,0.39844632599927976,0.09632347385011317,0.30212285214916657,21.3483891670835,3.1516108329165,0.4070143066690773,-0.9572319278257794,1.6469803589211298,1.0,High-capacity profile,2.0,Intermediate readiness-access profile
