iso3,country_name,country_name_microsoft,ms_ai_diffusion_h1_2025_pct,ms_ai_diffusion_h2_2025_pct,ms_ai_diffusion_change_pct_points,country_name_imf,imf_aipi_index_2023,imf_aipi_digital_infrastructure_2023,imf_aipi_human_capital_labor_2023,imf_aipi_innovation_economic_integration_2023,imf_aipi_regulation_ethics_2023,country_name_wgi,wgi_control_corruption_latest,wgi_government_effectiveness_latest,wgi_political_stability_latest,wgi_rule_of_law_latest,wgi_regulatory_quality_latest,wgi_voice_accountability_latest,wgi_control_corruption_year,wgi_government_effectiveness_year,wgi_political_stability_year,wgi_rule_of_law_year,wgi_regulatory_quality_year,wgi_voice_accountability_year,country_name_wdi,wdi_population_total_latest,wdi_population_total_latest_year,wdi_gdp_per_capita_ppp_current_intl_latest,wdi_gdp_per_capita_ppp_current_intl_latest_year,wdi_individuals_using_internet_pct_latest,wdi_individuals_using_internet_pct_latest_year,wdi_tertiary_enrollment_gross_pct_latest,wdi_tertiary_enrollment_gross_pct_latest_year,wdi_rd_expenditure_pct_gdp_latest,wdi_rd_expenditure_pct_gdp_year,country_name_oecd,oecd_ai_policy_initiatives_total,oecd_ai_policy_initiatives_since_2020,oecd_ai_policy_initiatives_since_2022,oecd_ai_policy_initiatives_since_2024,oecd_ai_policy_initiatives_with_missing_year,oecd_ai_policy_initiatives_genai_mentioned,oecd_ai_policy_instrument_rows_total,oecd_ai_policy_rows_guidance_regulation,oecd_ai_policy_rows_governance,oecd_ai_policy_rows_financial_support,oecd_ai_policy_rows_enabler_incentive,country_name_anthropic_2025,anthropic_gdp_per_working_age_capita_2025_aug,anthropic_claude_usage_count_2025_aug,anthropic_claude_usage_pct_2025_aug,anthropic_claude_usage_per_capita_2025_aug,anthropic_claude_usage_per_capita_index_2025_aug,anthropic_usage_tier_2025_aug,anthropic_working_age_pop_2025_aug,anthropic_claude_usage_count_2026_feb,anthropic_claude_usage_pct_2026_feb,country_name_anthropic_2026,is_eu27,governance_regime_cfp,has_oecd_ai_policy_data,log_gdp_per_capita_ppp,log_population,log_oecd_policy_initiatives_plus1,analysis_ready_core_cross_section,analysis_ready_with_oecd_policy,analysis_ready_anthropic_robustness_2025,analysis_ready_anthropic_robustness_2026,log_gdp_per_capita_ppp_z,wdi_individuals_using_internet_pct_latest_z,log_population_z,wgi_government_effectiveness_latest_z,wgi_regulatory_quality_latest_z,wgi_rule_of_law_latest_z,imf_aipi_index_2023_z,log_oecd_policy_initiatives_plus1_z,anthropic_claude_usage_per_capita_index_2025_aug_z,institutional_capacity_z,ai_diffusion_fraction,logit_ai_diffusion,log_anthropic_per_capita_index,policy_intensity_z,digital_infra_z,reg_ethics_z,human_capital_z,innovation_integration_z,governance_instrument_ratio,guidance_regulation_ratio,financial_support_ratio,expected_diffusion_basic_access_pct,ai_capability_conversion_gap_pct,ai_capability_conversion_gap_z,access_assets_z,fs_IC,fs_RD,fs_AC,fs_RG,fs_Y,broad_mass_diffusion_z,specialist_platform_diffusion_z,broad_specialist_divergence_z,institutional_capacity_three_wgi_z,wgi_control_corruption_latest_z_local,institutional_capacity_four_wgi_z,capacity_bundle_pc1_z,capacity_bundle_pc2_z,ic_residualized_on_aipi_z,aipi_residualized_on_ic_z,conversion_position,conversion_position_label,anthropic_available,raw4,k4_configuration,country_name_bti,bti_governance_index,bti_steering_capability,bti_resource_efficiency,bti_rule_of_law,bti_stateness,bti_implementation,bti_policy_coordination,bti_anticorruption_policy,bti_governance_index_z,bti_steering_capability_z,bti_resource_efficiency_z,bti_rule_of_law_z,bti_stateness_z,bti_implementation_z,bti_policy_coordination_z,bti_anticorruption_policy_z,bti_capacity_index_z,bti_governance_performance_z
SVN,Slovenia,Slovenia,24.6,26.5,2.0,Slovenia,0.63386213779449,0.1627476811409,0.15222308039665,0.14198565483093,0.17690572142601,Slovenia,0.6743494999999999,1.0893351,0.7209146,0.9786636,0.798163,1.0571494,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Slovenia,2127400.0,2024.0,57186.37135381743,2024.0,90.76355487,2024.0,80.0806884765625,2023.0,2.13385,2023.0,Slovenia,15.0,13.0,9.0,0.0,0.0,1.0,25.0,3.0,5.0,10.0,7.0,Slovenia,53656.97978357421,583.0,0.0604462028794373,0.000431696441133,1.654879243622467,3.0,1350486.0,764.0,0.0764,Slovenia,1,EU regulatory-sovereignty model,1,10.954070885933591,14.570411134799702,2.772588722239781,1,1,1,1,1.0411188425759283,0.7800441563692144,-1.5205977883403037,1.1223199481909598,0.9122639775767644,1.207254355870775,1.0480720313594971,1.264690899832908,0.6310514462747878,1.0806127605461664,0.265,-1.0201406732266145,0.9763991710314636,1.264690899832908,1.0750612104439845,1.1236138180531785,0.8438412979154692,0.7536511762699125,0.2,0.12,0.4,27.805307193743825,-1.3053071937438254,-0.1775952618764295,0.9105814994725714,0.8663008490485733,0.8260291052672416,0.9024048977462265,0.853441656164139,0.8019895783988631,0.7543670359479667,0.9336481438160482,-0.1792811078680815,1.0977725743618665,0.8347103191642684,1.0383680461463134,1.1122716017520142,-0.1004605010913327,0.3345737519592203,0.0727320658101611,1,High-capacity integrated conversion systems,1,3,1,Slovenia,6.68577160493827,7.333333333333333,8.0,9.5,10.0,7.0,9.0,7.0,1.4008564120760596,1.2198368463710398,1.8820098739020599,2.202346325330172,1.6029928129756428,1.0864847263714574,2.077248331307853,1.393629205991895,1.6616084541309948,1.5100108993367274
SAU,Saudi Arabia,Saudi Arabia,23.7,26.2,2.5,Saudi Arabia,0.57690300047398,0.14380052685738,0.17675940692425,0.1167853474617,0.13955771923065,Saudi Arabia,0.7528275,0.7833015999999999,-0.048171,0.2103548999999999,0.7102575,-1.5472609,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Saudi Arabia,35300280.0,2024.0,71375.37278902852,2024.0,100.0,2024.0,83.884129573915,2024.0,0.63522,2024.0,Saudi Arabia,6.0,3.0,1.0,0.0,0.0,0.0,14.0,3.0,5.0,2.0,4.0,Saudi Arabia,41985.79854903164,2794.0,0.2896855760637183,0.000108082606058,0.4143273937878727,2.0,25850598.0,3698.0,0.3698,Saudi Arabia,0,Other / hybrid or not classified in CFP triad,1,11.175708169908294,17.3794014538834,1.9459101490553128,1,1,1,1,1.228772358188773,1.1282197745589435,0.5110945441543331,0.8037416798809937,0.8168389738616838,0.4219531573013875,0.676495132244087,0.6444821411531505,-0.4921566227330935,0.680844603681355,0.262,-1.0355993208393754,0.3466540780060501,0.6444821411531505,0.6849082955056275,0.3692454494070198,1.5833826502935011,-0.0113962276079901,0.3571428571428571,0.2142857142857142,0.1428571428571428,28.229768917530382,-2.0297689175303866,-0.2761628405827901,1.1784960663738584,0.7472685750754566,0.7171064605274694,1.0,0.6170433657970803,0.7948839412600663,0.7279338617725576,-0.4702972104384795,1.1982310722110372,0.6916562163729274,0.9132301703552812,0.7528846509105511,0.7637865023272123,1.077721667801817,0.1697826050282717,0.0899081490901534,2,Intermediate mixed-conversion systems,1,0,2,Saudi Arabia,4.499444444444444,6.333333333333333,5.666666666666667,2.25,6.5,6.0,7.0,5.0,-0.05561925106678455,0.6876150376040572,0.600157978254279,-0.9840782742826373,-0.4494372372828907,0.5510588000660991,1.0386241656539266,0.4017995892600008,-0.040272349354795255,0.5372727199619297
LBN,Lebanon,Lebanon,24.8,25.7,0.9,Lebanon,0.41784849762917,0.086067266762257,0.12012753635645,0.13071250915527,0.080941185355186,Lebanon,-1.3041344,-1.1301199,-1.3896806,-1.0853525,-0.9588794,-0.7732540999999999,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Lebanon,5805962.0,2024.0,12574.8329116403,2023.0,80.63400269,2024.0,54.4012561547071,2023.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lebanon,7649.559298285476,698.0,0.072369553361659,0.0001888045399647,0.7237694929087171,2.0,3696945.0,714.0,0.0714,Lebanon,0,Other / hybrid or not classified in CFP triad,0,9.439452707534954,15.574395878591798,0.0,1,0,1,1,-0.2412620858064448,0.3982021118794626,-0.7944336246384582,-1.1881138131191438,-0.9950771734041648,-0.902411091359632,-0.3611079940963914,-0.8154208455650402,-0.2119846471162654,-1.0285340259609803,0.257,-1.061619959822539,0.5445134584928877,-0.8154208455650402,-0.503914014058737,-0.8147123645619327,-0.1235399446718628,0.4114136508962442,,,,14.386918854843955,11.313081145156044,1.5392159165542625,0.0784700130365089,0.0413675153880607,0.3716338913361933,0.4504376770190419,0.1576253463477369,0.7830412126954049,0.683878571480209,-0.0291921329925412,0.7130707044727503,-1.0448668447402831,-1.144828677902614,-1.0775645155750837,-0.5800497781985486,1.3282527646531646,-1.9345881037872648,1.6677180191741083,3,Capacity-constrained conversion systems,1,1,4,Lebanon,2.881211419753086,2.6666666666666665,2.6666666666666665,4.25,5.0,3.0,3.0,2.0,-1.1336450197374897,-1.263864927874879,-1.0479373161500112,-0.10506459163082778,-1.3290501159651193,-1.0552189788499762,-1.0386241656539266,-1.0859448358378407,-0.9759123942716654,-1.104205874017354
OMN,Oman,Oman,22.6,24.2,1.6,Oman,0.53277696669102,0.11640864610672,0.15812475979328,0.12507177889347,0.13317178189754,Oman,0.5072492,0.5675096,0.6272361,0.4493583,0.6875152,-0.8876853,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Oman,5281538.0,2024.0,41740.16585300117,2024.0,95.25174678,2024.0,42.226921081543,2024.0,0.38979,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oman,27874.66708509641,297.0,0.0307933486366944,7.741297816849756e-05,0.2967574400701719,1.0,3836566.0,359.0,0.0359,Oman,0,Other / hybrid or not classified in CFP triad,0,10.639219154102005,15.479727901145155,0.0,1,0,1,1,0.7745435023830147,0.9492303498477864,-0.8629052753253352,0.5791040448667087,0.792151280122504,0.6662425379659027,0.3886358777916826,-0.8154208455650402,-0.5986056362960591,0.6791659543183718,0.242,-1.1417456594856852,0.2598668717075012,-0.8154208455650402,0.1208646422690397,0.240259992486026,1.021721876631106,0.2401686744149325,,,,24.14175598415015,0.0582440158498478,0.0079244650586194,0.8618869261154005,0.7467687517467392,0.6327244890367272,0.8725753467668212,0.5766228726193774,0.7475130270014211,0.5517127006031637,-0.6637794565743139,1.2154921571774775,0.6899509105502184,0.6675209069726529,0.6890154711674189,0.5706745867261673,0.6991909794861377,0.8960861214528347,-0.6913580285193923,2,Intermediate mixed-conversion systems,1,2,3,Oman,3.9393827160493835,4.0,4.666666666666667,1.75,7.0,5.0,5.0,3.0,-0.4287181595946729,-0.5542358495189021,0.050792880119515646,-1.2038316949455896,-0.1562329443888145,0.01563287376074061,0.0,-0.5900300274718936,-0.45844515366569266,-0.2510930471175354
PRT,Portugal,Portugal,22.4,24.2,1.8,Portugal,0.64601981639862,0.15507057309151,0.15130364894867,0.16398896276951,0.17565663158894,Portugal,0.8241683,0.9474847,0.5369269999999999,1.0721547,0.7401574999999999,1.2651386,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Portugal,10694681.0,2024.0,51679.888380752695,2024.0,88.48704454,2024.0,77.6778182983398,2023.0,1.69491,2023.0,Portugal,36.0,10.0,5.0,0.0,18.0,0.0,51.0,3.0,24.0,6.0,8.0,Portugal,46013.61009194968,3521.0,0.3650618873730681,0.0005250135167495,2.012603970534846,4.0,6706494.0,4406.0,0.4406,Portugal,1,EU regulatory-sovereignty model,1,10.852823978638996,16.185257073031835,3.610917912644224,1,1,1,1,0.9553961800435404,0.6942291723242595,-0.3526086754634165,0.9746548893295084,0.8492966427342903,1.3028131760241464,1.1273834944307215,1.8936404376718723,0.9549389966461794,1.0422549026959815,0.242,-1.1417456594856852,1.102804811261825,1.8936404376718723,0.9169769916243036,1.098384252687027,0.8161290168740032,1.4216419816396413,0.4705882352941176,0.0588235294117647,0.1176470588235294,26.708644557234443,-2.508644557234444,-0.3413168863484914,0.8248126761839,0.8548796716330118,0.8492781671342856,0.8498642282147979,0.8455354045672356,0.7475130270014211,0.5517127006031637,1.2154552008594024,-0.6637425002562387,1.0588056049750516,0.9846090153799738,1.047238612431601,1.0954942140277062,-0.1954820501438416,0.0268344069740661,0.3881292565446337,1,High-capacity integrated conversion systems,1,3,1,,,,,,,,,,,,,,,,,,,
SVK,Slovakia,Slovakia,22.1,23.8,1.7,Slovak Republic,0.59162250161171,0.16607758402824,0.14577409625053,0.13627831637859,0.14349250495434,Slovak Republic,0.1108200999999999,0.6575804,0.6343713,0.5609434999999999,0.4047054,0.9301839,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Slovak Republic,5422069.0,2024.0,48132.35643054295,2024.0,89.82507032,2024.0,54.4743194580078,2024.0,1.03359,2023.0,Slovakia,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,3.0,2.0,Slovakia,39478.15712832029,903.0,0.0936242216125761,0.000253482578336,0.9717083986314544,3.0,3562375.0,1089.0,0.1089,Slovakia,1,EU regulatory-sovereignty model,1,10.781709920802449,15.505988034891164,1.0986122886681098,1,1,1,1,0.8951860803563124,0.7446671867928512,-0.8439117914320005,0.672866980915518,0.4851497134894584,0.7802956409733328,0.7725188230262512,0.0088039328763051,0.0125017212414088,0.6461041117927697,0.238,-1.1636758820151714,0.6789003743699233,0.0088039328763051,1.143629360495275,0.448721665345579,0.6494645866534441,0.5803840648002058,0.125,0.25,0.375,26.05849536551476,-2.258495365514761,-0.3072825138846309,0.8199266335745818,0.7369244801858745,0.745254481522765,0.8468711132318788,0.6419490250924679,0.7380388441496921,0.5164684683692851,0.2704082740733449,0.2460601942959401,0.6563640556586171,0.2708803970235313,0.5627199294650874,0.7131604851273795,0.4954558821167225,-0.1703649771386222,0.4415832693894544,2,Intermediate mixed-conversion systems,1,0,2,Slovakia,5.3667592592592595,6.333333333333333,6.333333333333333,7.25,9.75,7.0,7.0,6.0,0.5221638652421656,0.6876150376040572,0.9664013770107875,1.2134559323468865,1.4563906665286046,1.0864847263714574,1.0386241656539266,0.897714397625948,0.9692053757465002,0.866500594918057
HRV,Croatia,Croatia,21.8,23.7,1.9,Croatia,0.58169589936733,0.17218679189682,0.12623111903667,0.13978588581085,0.14349210262299,Croatia,0.1486813,0.7097625,0.5814089,0.3774834999999999,0.2858764,0.6486643,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Croatia,3866200.0,2024.0,49550.79215060172,2024.0,83.63240029,2024.0,81.1775207519531,2023.0,1.38621,2023.0,Croatia,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,Croatia,38045.172524694855,900.0,0.0933131776869529,0.0003701452367654,1.4189268455426038,3.0,2431478.0,1084.0,0.1084,Croatia,1,EU regulatory-sovereignty model,1,10.810753526524426,15.167782670469729,0.6931471805599453,1,1,1,1,0.9197764138149396,0.5112292476730578,-1.088529667483538,0.7271881028017739,0.3561559899288244,0.5927781003161208,0.7077619419667018,-0.2953929092155531,0.4174177819822406,0.5587073976822398,0.237,-1.1691978901493258,0.8833239895594434,-0.2953929092155531,1.2694279486222533,0.4487135389124018,0.0604261345455608,0.6868691504285082,1.0,0.0,0.0,27.07634631275776,-3.3763463127577538,-0.4593731732067727,0.7155028307439987,0.7109018232040362,0.7262718946964666,0.782902688513367,0.6419464784919081,0.7356702984367598,0.5076574103108152,0.7261475692641056,-0.2184901589532903,0.5675795073516052,0.3087617878580732,0.5055845772753351,0.6456503982145481,0.3961963424222103,-0.248230458553167,0.49030483363363,2,Intermediate mixed-conversion systems,1,2,3,Croatia,6.445131172839506,7.0,7.0,7.25,9.5,7.0,7.0,7.0,1.240547863907604,1.0424295767820457,1.3326447757672966,1.2134559323468865,1.3097885200815664,1.0864847263714574,1.0386241656539266,1.393629205991895,1.22777333377708,1.1890600524123711
VNM,Vietnam,Vietnam,21.2,23.5,2.3,Vietnam,0.4818687364459,0.14108048379421,0.12063619494438,0.11066352576017,0.10948853194714,Vietnam,-0.2516989,-0.0922968,0.0056736,-0.3139343,-0.2668063,-1.0983092,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Vietnam,100987686.0,2024.0,16385.506556545766,2024.0,84.15,2024.0,37.5923642016718,2024.0,0.41456,2023.0,Vietnam,6.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,2.0,Vietnam,6717.646893699442,10651.0,1.1043096172708176,0.0001557214739196,0.5969477865036321,2.0,68397760.0,6306.0,0.6306,Vietnam,0,Other / hybrid or not classified in CFP triad,1,9.704152476525994,18.430509146580512,1.9459101490553128,1,1,1,1,-0.0171488800213299,0.5307406069100365,1.2713418918829889,-0.1077488007591222,-0.2438036110149249,-0.1139316207272684,0.0565324923858852,0.6444821411531505,-0.3268102902189965,-0.1551613441671052,0.235,-1.180290319682377,0.4680941739605274,0.6444821411531505,0.6288981573089547,-0.2381028001439386,-0.1082086333774312,-0.1972464924931534,0.375,0.125,0.25,15.81829917304258,7.681700826957421,1.0451437612222494,0.2567958634443533,0.4970997723912704,0.535372960587172,0.5019058150977355,0.4012105387360683,0.7309332070108954,0.4900352941938759,-0.1995602719155904,0.6895955661094664,-0.1576252608211667,-0.0918319291559686,-0.1419580981024654,-0.0273348436965328,0.6413890509131868,-0.5737272242716985,0.5545386620578654,2,Intermediate mixed-conversion systems,1,0,2,Vietnam,4.711111111111111,6.0,5.0,2.75,9.25,6.0,5.0,5.0,0.0853877099540611,0.5102077680150632,0.23391457949776992,-0.7643248536196849,1.1631863736345285,0.5510588000660991,0.0,0.4017995892600008,0.24567431549634752,0.29706140779883233
DOM,Dominican Republic,Dominican Republic,22.0,22.7,0.8,Dominican Republic,0.46881140768528,0.092551022768021,0.12067542970181,0.13091138005257,0.12467357516289,Dominican Republic,-0.2654917,0.0746487,0.5893402,-0.1822626,0.2073279999999999,0.2011502,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Dominican Republic,11427557.0,2024.0,27541.662528338416,2024.0,91.0022446,2024.0,57.6509476207267,2024.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,16637.61618246597,1131.0,0.1172635599599375,0.0001510046616514,0.5788662042274328,2.0,7489835.0,1244.0,0.1244,Dominican Republic,0,Other / hybrid or not classified in CFP triad,0,10.223455138228864,16.25153827714322,0.0,1,0,1,1,0.4225288149407414,0.7890417678018167,-0.3046686689540534,0.0660400435737413,0.2708884997056456,0.020652230565407,-0.0286479011355347,-0.8154208455650402,-0.3431815358995094,0.119193591281598,0.2269999999999999,-1.2253290311060194,0.456706997185192,-0.8154208455650402,-0.3704028668149436,0.0686101591883249,-0.1070260714508379,0.4174511035930318,,,,20.496786554186272,2.203213445813727,0.299761060656307,0.605785291371279,0.5800351523097351,0.5104035026784178,0.7156914017433295,0.5228325377910618,0.7119848413074372,0.4195468297261183,-0.2249466927211941,0.6444935224473125,0.1210863505651207,-0.1056320846582419,0.0641757265124342,0.193606687645138,0.8043503155685132,0.4032019165617022,-0.3856560429519054,2,Intermediate mixed-conversion systems,1,2,3,Dominican Republic,6.219521604938272,6.666666666666667,6.333333333333333,6.25,7.75,7.0,7.0,6.0,1.09025249596912,0.8650223071930517,0.9664013770107875,0.7739490910209817,0.28357349495229983,1.0864847263714574,1.0386241656539266,0.897714397625948,0.795839753229248,0.9907499116373818
URY,Uruguay,Uruguay,20.9,22.5,1.6,Uruguay,0.54864098876715,0.12890385091305,0.1298596560955,0.12161124497652,0.16826623678207,Uruguay,1.5279256,0.6904798999999999,1.2779376,0.9505638,0.6468484,1.2278086,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Uruguay,3386588.0,2024.0,36417.87416249601,2024.0,91.99109007,2024.0,79.9536903496537,2023.0,0.70196,2023.0,Uruguay,4.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,9.0,0.0,1.0,Uruguay,36408.30401277872,762.0,0.0790051571082868,0.0003426727394392,1.3136128765963584,3.0,2223696.0,593.0,0.0593,Uruguay,0,Other / hybrid or not classified in CFP triad,1,10.502814981520231,15.03533348283026,1.6094379124341005,1,1,1,1,0.6590542576575986,0.8263171348900812,-1.1843277900844127,0.7071150803499385,0.7480058109416172,1.1785330793584043,0.4921259306233675,0.392046629971131,0.322065459775442,0.8778846568833201,0.225,-1.2367626271489267,0.8388103185772797,0.392046629971131,0.3781613584403793,0.9491104027780704,0.1697926772764956,0.1351115237062619,0.9,0.0,0.0,23.313047213637688,-0.8130472136376881,-0.1106201923316949,0.74268569627384,0.8059378942637412,0.6630611711219736,0.7995544962444088,0.7987570872601132,0.7072477498815727,0.401924713609179,0.6269093818318119,-0.2249846682226328,0.8918252078501284,1.6887416190471036,1.100989563146958,0.8154265939527116,-0.0773164555621145,1.1842300712117826,-0.9215403365003916,2,Intermediate mixed-conversion systems,1,0,2,Uruguay,7.455061728395062,9.333333333333334,8.0,10.0,10.0,9.0,8.0,9.0,1.9133379669673667,2.2842804639050054,1.8820098739020599,2.4220997459931244,1.6029928129756428,2.157336578982174,1.5579362484808896,2.3854588227237894,2.02094417274864,2.0300599924935474
LTU,Lithuania,Lithuania,21.0,22.4,1.3,Lithuania,0.664883852005,0.17740085721016,0.1684432476759,0.14762686192989,0.17141288518906,Lithuania,0.9927892,1.2014922,0.9394441,1.3742358,1.291591,1.2226462,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Lithuania,2888278.0,2024.0,55285.899193430414,2024.0,89.16116293,2024.0,75.6177368164062,2024.0,1.04977,2023.0,Lithuania,4.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,2.0,1.0,Lithuania,45109.332193465,1045.0,0.1083469674254064,0.0005555794800307,2.129776532955327,4.0,1880919.0,1147.0,0.1147,Lithuania,1,EU regulatory-sovereignty model,1,10.920273167535026,14.876171034749932,1.6094379124341005,1,1,1,1,1.0125033471888454,0.7196406357030624,-1.2994471349924306,1.2390745345243763,1.447900186154439,1.6115753309953953,1.250444344456928,0.392046629971131,1.0610282081487552,1.4328500172247367,0.2239999999999999,-1.242506468328179,1.1409616067813615,0.392046629971131,1.3767940865782822,1.0126675379915568,1.3327280280460445,0.9249106288854224,0.2222222222222222,0.4444444444444444,0.2222222222222222,27.58538230116392,-5.185382301163923,-0.7055039090555556,0.8660719914459538,0.9711806423000432,0.8853517585784503,0.8751390537884272,0.8186741446681016,0.7048792041686405,0.3931136555507092,1.3005214544851873,-0.907407798934478,1.4556032554050555,1.1533198384857444,1.388686371744597,1.2226114907410333,-0.3333719339190479,0.7972476247265917,-0.2836088795695826,1,High-capacity integrated conversion systems,1,3,1,Lithuania,7.382453703703703,9.0,8.333333333333334,9.5,10.0,8.0,8.0,8.0,1.8649683437825397,2.106873194316011,2.065131573280315,2.202346325330172,1.6029928129756428,1.621910652676816,1.5579362484808896,1.8895440143578424,1.9684624499369363,1.851060671149069
JAM,Jamaica,Jamaica,22.2,22.1,-0.1,Jamaica,0.4337519928813,0.090625986456871,0.12908591330051,0.094660580158234,0.11937951296568,Jamaica,-0.0962722999999999,0.1712622,0.476823,-0.0776697,0.0908785,0.485209,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Jamaica,2839175.0,2024.0,12890.266005147236,2024.0,90.10870361,2024.0,26.2334142821948,2015.0,0.06096,2002.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamaica,9671.355122194287,310.0,0.0321412056477282,0.0001493906068005,0.5726788336209688,2.0,2075097.0,368.0,0.0368,Jamaica,0,Other / hybrid or not classified in CFP triad,0,9.46422773227168,14.85902407497839,0.0,1,0,1,1,-0.2202858294299565,0.7553589837661463,-1.311849223549575,0.1666138746261095,0.1444778203952582,0.127558386556935,-0.2573604352520394,-0.8154208455650402,-0.3487836432133223,0.1462166938594342,0.221,-1.2598483443529955,0.4527804287992966,-0.8154208455650402,-0.4100425149076716,-0.0383212113929043,0.1464715500345677,-0.6830743757716466,,,,13.776874986070942,8.32312501392906,1.132413560243567,0.2675365771680948,0.5880813693343101,0.4164790989786061,0.5084854120731008,0.4856070519654082,0.6977735670298437,0.3666804813753004,-0.2337005321787698,0.6003810135540701,0.1485385720890666,0.0636775576189885,0.1279516130718682,0.0251482676227233,0.3563582277370014,1.0588886757544331,-1.0795443084356646,2,Intermediate mixed-conversion systems,1,2,3,Jamaica,5.528250385802469,6.333333333333333,4.333333333333333,7.0,8.25,6.0,5.0,4.0,0.6297451549383425,0.6876150376040572,-0.13232881925873913,1.1035792220154104,0.576777787846376,0.5510588000660991,0.0,-0.09411521910594639,0.5730776766290894,0.2736624923739689
COL,Colombia,Colombia,20.4,22.0,1.6,Colombia,0.48949392139912,0.11693494021893,0.13145245611668,0.10329802334309,0.13780850172043,Colombia,-0.2937197,-0.1110990999999999,-0.9708732,-0.5597434,0.0133922,0.034564,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Colombia,52886363.0,2024.0,22349.436440123,2024.0,79.34543299,2024.0,59.2901382446289,2022.0,0.2894,2020.0,Colombia,30.0,22.0,0.0,0.0,1.0,0.0,92.0,19.0,34.0,19.0,20.0,Colombia,11313.865939573909,7948.0,0.8240590402843356,0.0002148472709733,0.8236025489336274,2.0,36993721.0,6908.0,0.6908,Colombia,0,Other / hybrid or not classified in CFP triad,1,10.014556384516782,17.783656075315644,3.4339872044851463,1,1,1,1,0.2456606236409041,0.3496283862129893,0.8034846635362077,-0.1273218349996366,0.0603632830185542,-0.3651772214204044,0.1062759174689534,1.7608996379956898,-0.121594798359967,-0.1440452578004956,0.22,-1.265666373331276,0.6008139671043778,1.7608996379956898,0.131701899353721,0.3339141255870834,0.2178007391355599,-0.4208532295016012,0.3695652173913043,0.2065217391304347,0.2065217391304347,19.410939392189345,2.589060607810655,0.3522579963259725,0.2976445049269467,0.5016549255051679,0.5499545597968141,0.5269290681942743,0.6059715010495863,0.6954050213169114,0.3578694233168306,0.0963234738501131,0.2615459494667174,-0.1463326542621491,-0.1338751382454881,-0.1441728535527886,0.1543347294919464,0.3207501480518881,-0.6692214492056306,0.6616182230012614,2,Intermediate mixed-conversion systems,1,0,2,Colombia,5.077222222222222,5.333333333333333,4.666666666666667,6.25,6.75,5.0,4.0,5.0,0.32928163990875153,0.15539322883707457,0.050792880119515646,0.7739490910209817,-0.3028350908358526,0.01563287376074061,-0.5193120828269633,0.4017995892600008,0.2013163498100942,0.07226468817651999
