iso3,country_name,country_name_microsoft,ms_ai_diffusion_h1_2025_pct,ms_ai_diffusion_h2_2025_pct,ms_ai_diffusion_change_pct_points,country_name_imf,imf_aipi_index_2023,imf_aipi_digital_infrastructure_2023,imf_aipi_human_capital_labor_2023,imf_aipi_innovation_economic_integration_2023,imf_aipi_regulation_ethics_2023,country_name_wgi,wgi_control_corruption_latest,wgi_government_effectiveness_latest,wgi_political_stability_latest,wgi_rule_of_law_latest,wgi_regulatory_quality_latest,wgi_voice_accountability_latest,wgi_control_corruption_year,wgi_government_effectiveness_year,wgi_political_stability_year,wgi_rule_of_law_year,wgi_regulatory_quality_year,wgi_voice_accountability_year,country_name_wdi,wdi_population_total_latest,wdi_population_total_latest_year,wdi_gdp_per_capita_ppp_current_intl_latest,wdi_gdp_per_capita_ppp_current_intl_latest_year,wdi_individuals_using_internet_pct_latest,wdi_individuals_using_internet_pct_latest_year,wdi_tertiary_enrollment_gross_pct_latest,wdi_tertiary_enrollment_gross_pct_latest_year,wdi_rd_expenditure_pct_gdp_latest,wdi_rd_expenditure_pct_gdp_year,country_name_oecd,oecd_ai_policy_initiatives_total,oecd_ai_policy_initiatives_since_2020,oecd_ai_policy_initiatives_since_2022,oecd_ai_policy_initiatives_since_2024,oecd_ai_policy_initiatives_with_missing_year,oecd_ai_policy_initiatives_genai_mentioned,oecd_ai_policy_instrument_rows_total,oecd_ai_policy_rows_guidance_regulation,oecd_ai_policy_rows_governance,oecd_ai_policy_rows_financial_support,oecd_ai_policy_rows_enabler_incentive,country_name_anthropic_2025,anthropic_gdp_per_working_age_capita_2025_aug,anthropic_claude_usage_count_2025_aug,anthropic_claude_usage_pct_2025_aug,anthropic_claude_usage_per_capita_2025_aug,anthropic_claude_usage_per_capita_index_2025_aug,anthropic_usage_tier_2025_aug,anthropic_working_age_pop_2025_aug,anthropic_claude_usage_count_2026_feb,anthropic_claude_usage_pct_2026_feb,country_name_anthropic_2026,is_eu27,governance_regime_cfp,has_oecd_ai_policy_data,log_gdp_per_capita_ppp,log_population,log_oecd_policy_initiatives_plus1,analysis_ready_core_cross_section,analysis_ready_with_oecd_policy,analysis_ready_anthropic_robustness_2025,analysis_ready_anthropic_robustness_2026,log_gdp_per_capita_ppp_z,wdi_individuals_using_internet_pct_latest_z,log_population_z,wgi_government_effectiveness_latest_z,wgi_regulatory_quality_latest_z,wgi_rule_of_law_latest_z,imf_aipi_index_2023_z,log_oecd_policy_initiatives_plus1_z,anthropic_claude_usage_per_capita_index_2025_aug_z,institutional_capacity_z,ai_diffusion_fraction,logit_ai_diffusion,log_anthropic_per_capita_index,policy_intensity_z,digital_infra_z,reg_ethics_z,human_capital_z,innovation_integration_z,governance_instrument_ratio,guidance_regulation_ratio,financial_support_ratio,expected_diffusion_basic_access_pct,ai_capability_conversion_gap_pct,ai_capability_conversion_gap_z,access_assets_z,fs_IC,fs_RD,fs_AC,fs_RG,fs_Y,broad_mass_diffusion_z,specialist_platform_diffusion_z,broad_specialist_divergence_z,institutional_capacity_three_wgi_z,wgi_control_corruption_latest_z_local,institutional_capacity_four_wgi_z,capacity_bundle_pc1_z,capacity_bundle_pc2_z,ic_residualized_on_aipi_z,aipi_residualized_on_ic_z,conversion_position,conversion_position_label,anthropic_available,raw4,k4_configuration,country_name_bti,bti_governance_index,bti_steering_capability,bti_resource_efficiency,bti_rule_of_law,bti_stateness,bti_implementation,bti_policy_coordination,bti_anticorruption_policy,bti_governance_index_z,bti_steering_capability_z,bti_resource_efficiency_z,bti_rule_of_law_z,bti_stateness_z,bti_implementation_z,bti_policy_coordination_z,bti_anticorruption_policy_z,bti_capacity_index_z,bti_governance_performance_z
LBY,Libya,Libya,12.7,13.7,1.1,Libya,0.24497598037124,0.057738859206438,0.10832929611206,0.051114644855261,0.027793180197477,Libya,-1.5315957,-1.419488,-1.8964767,-1.6980126,-1.7391073,-1.3359995999999998,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Libya,7381023.0,2024.0,14303.808773698796,2024.0,81.95449829,2024.0,58.543701171875,2003.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,Other / hybrid or not classified in CFP triad,0,9.568281128594824,15.814422804856262,0.0,1,0,0,0,-0.1321869983969828,0.447979311372967,-0.6208264525628903,-1.4893435418976766,-1.842046364821192,-1.528621247310802,-1.4888538997888023,-0.8154208455650402,,-1.6200037180098903,0.1369999999999999,-1.8404337652553031,,-0.8154208455650402,-1.0872422869001006,-1.888214870476416,-0.4791468256041962,-2.005070344505441,,,,15.401084454916743,-1.701084454916746,-0.2314432500585393,0.1578961564879921,0.0,0.0,0.4729046455186643,0.0,0.4959935897435897,-0.3734483955361538,,,-1.6457289020876176,-1.372411279749174,-1.5875067217515797,-1.3216579278497933,2.598459647940244,-0.7107289087477427,0.1157492871665615,3,Capacity-constrained conversion systems,0,1,4,Libya,2.398888888888888,3.0,1.3333333333333333,2.0,2.0,2.0,1.0,2.0,-1.4549560479691912,-1.0864576582858847,-1.780424113663029,-1.0939549846141134,-3.0882758733295765,-1.5906449051553346,-2.077248331307853,-1.0859448358378407,-1.7008137355723592,-1.512612648703189
EGY,Egypt,Egypt,12.5,13.4,0.9,"Egypt, Arab Rep.",0.39405445754528,0.091216824948788,0.11584154516459,0.10302583873272,0.083970248699188,"Egypt, Arab Rep.",-0.8269898,-0.0970579,-0.9779235,-0.7515398999999999,-0.4994693999999999,-1.6006344,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,"Egypt, Arab Rep.",116538258.0,2024.0,19094.14494441113,2024.0,74.64839935,2024.0,38.0398346509947,2025.0,1.01757,2024.0,Egypt,8.0,3.0,1.0,0.0,0.0,0.0,21.0,3.0,13.0,0.0,5.0,Egypt,5227.316547705825,5376.0,0.5573907147167323,7.335263269843965e-05,0.2811923790687435,1.0,73289803.0,4584.0,0.4584,Egypt,0,Other / hybrid or not classified in CFP triad,1,9.857137019626428,18.57373017191003,2.19722457733622,1,1,1,1,0.1123784577640306,0.1725697269293226,1.374931091545634,-0.112705065329016,-0.4963688905692435,-0.5612156384413408,-0.516330071671924,0.8330287113176509,-0.612698398411351,-0.3900965314465334,0.134,-1.866045108611524,0.2477911904591396,0.8330287113176509,-0.3978761834137808,-0.7535302547026657,-0.2527225963105684,-0.4291163878229693,0.6190476190476191,0.1428571428571428,0.0,18.242277850132904,-4.842277850132904,-0.6588223883193872,0.1424740923466766,0.3745088723319592,0.3045386615582598,0.4685422653978953,0.1834713553639698,0.4719551282051282,-0.3998815697115628,-0.6907008201162632,0.2908192504047004,-0.3962911499946148,-0.6674296235358442,-0.4680991447655209,-0.4165608354723163,0.9898057491200096,0.229592770675964,-0.4028187032591032,2,Intermediate mixed-conversion systems,1,0,2,Egypt,3.737222222222221,4.333333333333333,4.0,2.75,7.0,5.0,5.0,3.0,-0.5633923495460503,-0.3768285799299081,-0.3154505186369934,-0.7643248536196849,-0.1562329443888145,0.01563287376074061,0.0,-0.5900300274718936,-0.43524584922429027,-0.30501143363735084
GAB,Gabon,Gabon,12.3,13.4,1.1,Gabon,0.32252930104733,0.076041668653488,0.096237435936928,0.079102985560894,0.071147210896015,Gabon,-0.9367769,-0.5671547,-0.276887,-1.155705,-0.7234577999999999,-1.0208367,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Gabon,2538952.0,2024.0,21510.17253073436,2024.0,68.72090149,2024.0,7.65526008605957,2003.0,0.57924,2009.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabon,13766.979263379795,115.0,0.0119233504822217,7.621077381768925e-05,0.2921488706283586,1.0,1508973.0,191.0,0.0191,Gabon,0,Other / hybrid or not classified in CFP triad,0,9.97628124318425,14.747261955427373,0.0,1,0,1,1,0.213254231075437,-0.0508723227636413,-1.392684760721956,-0.6020718323073253,-0.739517429649676,-0.9743195606667644,-0.9829294113126033,-0.8154208455650402,-0.6027782812236516,-0.7719696075412553,0.134,-1.866045108611524,0.2563066236670761,-0.8154208455650402,-0.7103574866565662,-1.012534579969344,-0.8436036083513684,-1.155382002138647,,,,20.9163274321112,-7.516327432111195,-1.0226436696684205,0.0811909541558978,0.1752447065465684,0.102849633834808,0.4512073391952747,0.0740565584325768,0.4719551282051282,-0.3998815697115628,-0.6717166263144313,0.2718350566028685,-0.7842282585774429,-0.7772752714205106,-0.7878879509669329,-0.7339794322827988,1.3385876509646335,0.3557039121536276,-0.6911306238283231,3,Capacity-constrained conversion systems,1,1,4,Gabon,4.79212962962963,4.333333333333333,4.333333333333333,2.75,8.75,5.0,6.0,4.0,0.13936019065976565,-0.3768285799299081,-0.13232881925873913,-0.7643248536196849,0.8699820807404522,0.01563287376074061,0.5193120828269633,-0.09411521910594639,-0.052827996281622824,0.01183875482547933
HND,Honduras,Honduras,12.4,13.1,0.7,Honduras,0.34181183204055,0.057422515004873,0.11314020305872,0.092143476009369,0.079105637967587,Honduras,-1.2446903,-0.6196728,-0.5671583,-1.1768036,-0.6280335,-0.6535451999999999,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Honduras,10825703.0,2024.0,7486.018696164448,2024.0,58.62269974,2024.0,23.3177890777588,2024.0,0.05997,2019.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honduras,5256.315221358912,433.0,0.0448940065982784,6.157133750435301e-05,0.2360295771042157,1.0,7032493.0,367.0,0.0366999999999999,Honduras,0,Other / hybrid or not classified in CFP triad,0,8.920792385945152,16.19743377200745,0.0,1,0,1,1,-0.6803959310232268,-0.4315325862551706,-0.3438014874230095,-0.6567427273332935,-0.6359304620309383,-0.9958847933240752,-0.857138477485073,-0.8154208455650402,-0.6535892516169839,-0.7628526608961024,0.131,-1.8921458020642403,0.2119042884451558,-0.8154208455650402,-1.0937563317280243,-0.8517874102661928,-0.3341428607484265,-0.7594902688861406,,,,11.71110659456806,1.3888934054319382,0.1889676922324061,-0.5559642586391987,0.180001996026976,0.1572231594373885,0.2709776884382578,0.1419632194980135,0.4479166666666666,-0.4263147438869719,-0.7707066032801612,0.3443918593931892,-0.7749665374925365,-1.0853528772172796,-0.8593939556570228,-0.8117004955334931,0.2490677686197892,0.0615606956411846,-0.3713528707309048,3,Capacity-constrained conversion systems,1,1,4,Honduras,4.070046296296296,3.3333333333333335,3.3333333333333335,3.5,6.75,3.0,5.0,2.0,-0.3416733988070167,-0.9090503886968905,-0.6816939173935022,-0.4346947226252563,-0.3028350908358526,-1.0552189788499762,0.0,-1.0859448358378407,-0.5339895036717037,-0.6789302532642044
NPL,Nepal,Nepal,12.3,13.0,0.8,Nepal,0.35097929090261,0.07811925560236,0.10192608088255,0.08523178845644,0.085702165961266,Nepal,-0.632602,-0.8845295,-0.4146133999999999,-0.3036533999999999,-0.5523334999999999,-0.0597655,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Nepal,29651054.0,2024.0,5736.621343327036,2024.0,46.32189941,2024.0,21.2915596292014,2024.0,0.30221,2010.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nepal,2250.486467692543,2123.0,0.2201154180326679,0.00011003898687,0.4218270479195148,2.0,19293162.0,1584.0,0.1583999999999999,Nepal,0,Other / hybrid or not classified in CFP triad,0,8.654625699866004,17.2050082308369,0.0,1,0,1,1,-0.9057511306812108,-0.8952216678061993,0.3849590528016322,-0.9324562973715153,-0.5537550261227003,-0.1034233405368031,-0.7973339211491091,-0.8154208455650402,-0.4853663607730216,-0.5298782213436729,0.13,-1.900958761193047,0.3519426980483716,-0.8154208455650402,-0.6675765712741796,-0.7185483675112213,-0.6721440309956684,-0.9693197976021272,,,,10.28069694162378,2.719303058376221,0.3699783017272458,-0.9004863992437051,0.3015697635729097,0.1830738664489365,0.1735240321983321,0.1982492401710588,0.4399038461538461,-0.4351258019454416,-0.4585068310912362,0.0233810291457945,-0.538292532145126,-0.4729381593121334,-0.5253732807668627,-0.7814080281982475,-0.5147999742838589,0.5556065422704117,-0.8091236997304458,3,Capacity-constrained conversion systems,1,1,4,Nepal,4.73037037037037,4.333333333333333,4.0,5.75,6.25,4.0,4.0,4.0,0.09821773965324508,-0.3768285799299081,-0.3154505186369934,0.5541956703580293,-0.5960393837299288,-0.5197930525446178,-0.5193120828269633,-0.09411521910594639,-0.1271810144571112,-0.28788028556519735
SEN,Senegal,Senegal,12.4,12.9,0.5,Senegal,0.39596802741289,0.080233298242092,0.10097125172615,0.090449944138527,0.12431353330612,Senegal,0.1130413,0.2344127,-0.2285559999999999,-0.2046739,-0.2416444999999999,0.0160801,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Senegal,18501984.0,2024.0,5070.6486207417975,2024.0,60.11780167,2024.0,15.3302400879779,2024.0,0.5772,2015.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,3054.5670941438534,828.0,0.0858481234719967,7.689351678070991e-05,0.294766119812222,1.0,10768138.0,892.0,0.0892,Senegal,0,Other / hybrid or not classified in CFP triad,0,8.531224021487656,16.733388527541653,0.0,1,0,1,1,-1.0102315608910744,-0.3751734533411849,0.0438449775666163,0.2323530075409979,-0.2164894513948997,-0.0022547347618085,-0.5038467653738286,-0.8154208455650402,-0.6004085976007449,0.0045362737947632,0.129,-1.9098295724908303,0.258330076379308,-0.8154208455650402,-0.6240449735548946,0.0613379043909942,-0.7009232227308176,-0.8109036164373749,,,,7.754053616324766,5.145946383675234,0.7001384041940867,-0.6927025071161297,0.5458955616651234,0.3099346098508052,0.2322990646536183,0.5205536132329073,0.4318910256410256,-0.4439368600039113,-0.6672055676871319,0.2232687076832206,0.0046083084926469,0.2731027815576107,0.0730304471031284,-0.2926760486942388,-1.06537839622341,1.2919884262401409,-1.3867495880687986,3,Capacity-constrained conversion systems,1,2,3,Senegal,6.6828125,6.666666666666667,5.666666666666667,5.25,7.25,6.0,7.0,5.0,1.398885131471238,0.8650223071930517,0.600157978254279,0.33444224969507697,-0.009630797941776393,0.5510588000660991,1.0386241656539266,0.4017995892600008,0.637775373734374,0.8092579953164325
IDN,Indonesia,Indonesia,11.7,12.7,1.1,Indonesia,0.51630328595638,0.1195926964283,0.13011275231838,0.10582709312439,0.16077074408531,Indonesia,-0.5446152,0.179804,-0.6091274999999999,-0.2065980999999999,0.1247201999999999,-0.1754316,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Indonesia,283487931.0,2024.0,16448.275517955855,2024.0,72.78075544,2024.0,44.8813034886441,2023.0,0.28068,2020.0,Indonesia,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,Indonesia,7231.199089520412,18030.0,1.8693739929952908,9.337428889497458e-05,0.3579440501634318,1.0,193093840.0,12692.0,1.2692,Indonesia,0,Other / hybrid or not classified in CFP triad,1,9.70797591896308,19.46268010879732,0.6931471805599453,1,1,1,1,-0.0139116881455072,0.1021673087077859,2.017892641991505,0.1755058157118078,0.1812143653011472,-0.0042214918300119,0.2811686742427503,-0.2953929092155531,-0.543206666731706,0.117499563060981,0.127,-1.927748469381011,0.3059718281135505,-0.2953929092155531,0.186429449294196,0.7977137479241592,0.1774211673334689,-0.3440740758960342,1.0,0.0,0.0,16.82462941133841,-4.124629411338411,-0.561181799932397,0.0441278102811393,0.5795307498759443,0.6012219600549633,0.4407234298708869,0.7513135412919978,0.4158653846153846,-0.4615589761208508,-0.5609936785328989,0.0994347024120481,0.1193654216730276,-0.3849044372145593,-0.008254309358871,0.3361026704333724,-0.545446919156186,-0.3882080890483638,0.464234035683327,2,Intermediate mixed-conversion systems,1,2,3,Indonesia,5.274074074074074,6.333333333333333,4.666666666666667,5.5,6.5,6.0,6.0,3.0,0.4604193473148397,0.6876150376040572,0.050792880119515646,0.4443189600265532,-0.4494372372828907,0.5510588000660991,0.5193120828269633,-0.5900300274718936,0.23874179755641495,0.2798613534099302
TUN,Tunisia,Tunisia,12.3,12.7,0.4,Tunisia,0.46540968865156,0.10872808843851,0.13190059363842,0.10275694727898,0.12202405929565,Tunisia,-0.2201545999999999,-0.2393469,-0.9248175,-0.3644942,-0.3901173,-0.6837111,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Tunisia,12277109.0,2024.0,14521.008093763836,2024.0,76.5,2024.0,38.1219482421875,2023.0,0.74658,2019.0,Tunisia,7.0,3.0,0.0,0.0,0.0,0.0,21.0,3.0,6.0,2.0,10.0,Tunisia,6506.121121775293,1886.0,0.1955429479084369,0.0002312448304028,0.8864614890600662,3.0,8155858.0,1851.0,0.1851,Tunisia,0,Other / hybrid or not classified in CFP triad,1,9.583351713913949,16.32324702951405,2.079441541679836,1,1,1,1,-0.1194271943299026,0.2423673808839077,-0.2528030141047694,-0.2608267030567704,-0.377662728284155,-0.1656097418647075,-0.0508392521579176,0.7446629634834213,-0.0646816844351334,-0.268033057735211,0.127,-1.927748469381011,0.6347028462515313,0.7446629634834213,-0.0372906098476688,0.0150942856479654,0.2313079048682193,-0.4372795703427163,0.2857142857142857,0.1428571428571428,0.0952380952380952,16.005254850503963,-3.305254850503964,-0.4497007321778313,0.0614700932770025,0.4382024862172189,0.5038984140965902,0.4456289749326032,0.506062135507168,0.4158653846153846,-0.4615589761208508,0.1718748913466194,-0.6334338674674702,-0.2722893441081983,-0.0602708070335308,-0.2201701133531738,-0.0675286666384812,0.2577055123226482,-0.6140091231646501,0.5526756245525272,2,Intermediate mixed-conversion systems,1,0,2,Tunisia,4.054166666666667,4.0,4.666666666666667,3.5,8.0,3.0,6.0,4.0,-0.3522520050253345,-0.5542358495189021,0.050792880119515646,-0.4346947226252563,0.4301756413993379,-1.0552189788499762,0.5193120828269633,-0.09411521910594639,-0.1720428111301279,-0.2476195149256134
ZMB,Zambia,Zambia,11.7,12.3,0.5,Zambia,0.37071997672319,0.065099440515041,0.11082933843136,0.10277891904116,0.092012278735638,Zambia,-0.4568294,-0.5330555,-0.1007849,-0.5611771,-0.4206611999999999,-0.4075688999999999,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Zambia,21314956.0,2024.0,4214.892778047992,2024.0,17.10099983,2024.0,3.96159738763825,2012.0,0.27819,2008.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zambia,2182.304943750481,359.0,0.0372215897662401,2.9759457373183263e-05,0.1140808763192254,1.0,12063392.0,320.0,0.032,Zambia,0,Other / hybrid or not classified in CFP triad,0,8.34637943192687,16.87491954390533,0.0,1,0,1,1,-1.166733826444256,-1.9967282141160227,0.1462118240461935,-0.5665748553856641,-0.4108193768553256,-0.3666426302181818,-0.66855418239802,-0.8154208455650402,-0.7640028266279694,-0.4480122874863905,0.123,-1.9643226369997653,0.1080297387973364,-0.8154208455650402,-0.9356758716896612,-0.591094442273751,-0.4037938718628245,-0.4366125372241059,,,,10.586965437807171,1.7130345621928296,0.2330691373908986,-1.5817310202801391,0.3442880069828405,0.2387393123520298,0.0,0.2520913732458954,0.3838141025641026,-0.4968032083547294,-1.0022831459455792,0.5054799375908499,-0.4551265912602295,-0.2970718223074005,-0.418019012009139,-0.8584812159162456,-1.696300589875079,0.455565831826853,-0.6688532782739585,3,Capacity-constrained conversion systems,1,1,4,Zambia,5.044878472222222,5.666666666666667,4.333333333333333,4.5,7.75,6.0,5.0,4.0,0.3077350545755958,0.33280049842606907,-0.13232881925873913,0.004812118700648416,0.28357349495229983,0.5510588000660991,0.0,-0.09411521910594639,0.1593184694791748,0.1608583857838464
DZA,Algeria,Algeria,11.3,12.0,0.8,Algeria,0.3704386651516,0.082907736301422,0.13887116312981,0.074606649577618,0.07405311614275,Algeria,-0.5933952,-0.2511914,-0.6935882,-0.6967772,-0.7526468,-1.0484061,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Algeria,46814308.0,2024.0,17620.742395612582,2024.0,77.4178009,2024.0,54.4283410150344,2024.0,0.44395,2024.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algeria,8969.58842511948,1958.0,0.2030080021233931,6.629517666699611e-05,0.2541380965072279,1.0,29534577.0,2107.0,0.2107,Algeria,0,Other / hybrid or not classified in CFP triad,0,9.776832032292276,17.66169944065878,0.0,1,0,1,1,0.0443866789249675,0.2769646627639973,0.7152756163757932,-0.2731567267273732,-0.7712032790383888,-0.5052417649880065,-0.6703893380266686,-0.8154208455650402,-0.6371936167920783,-0.5165339235845895,0.12,-1.9924301646902065,0.2264485609538394,-0.8154208455650402,-0.5689739170228193,-0.9538400616132288,0.441405548568425,-1.291884709052781,,,,17.408062091167135,-5.408062091167135,-0.735800896469516,0.1606756708444824,0.3085329158017829,0.2379460605768593,0.4736908760817742,0.0988516995959838,0.359775641025641,-0.5232363825301385,-0.7382817951383785,0.21504541260824,-0.5247363308500049,-0.4337104508884248,-0.5051842227709888,-0.5429842110427049,1.2385172514867624,0.2702539404777068,-0.4971024441396731,3,Capacity-constrained conversion systems,1,2,3,Algeria,4.481064814814816,5.0,4.666666666666667,3.75,7.5,5.0,5.0,5.0,-0.06786329383259174,-0.022014040751919494,0.050792880119515646,-0.32481801229378016,0.13697134850526171,0.01563287376074061,0.0,0.4017995892600008,-0.04538622365070281,0.06305800142595765
CIV,Ivory Coast,Cote D'Ivoire,10.8,11.7,0.8,Côte d’Ivoire,0.36550394445658,0.081721000373363,0.10363693535328,0.080535598099232,0.099610410630703,Côte d’Ivoire,-0.2850472,-0.3157177,-0.8438331,-0.5781440999999999,-0.1669572,-0.6166747,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Côte d’Ivoire,31934230.0,2024.0,7669.231957156869,2024.0,41.43219902,2024.0,12.3354902267456,2024.0,0.06975,2016.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivory Coast,4825.4978829441125,939.0,0.0973567487200542,5.202469128415222e-05,0.1994331515359349,1.0,18049122.0,1044.0,0.1044,Ivory Coast,0,Other / hybrid or not classified in CFP triad,0,8.94497175338346,17.279189033210702,0.0,1,0,1,1,-0.659923999479385,-1.0795430633311038,0.438612697094119,-0.3403280557304051,-0.1354133426193472,-0.3839848852728581,-0.702581332149373,-0.8154208455650402,-0.6867240218409129,-0.2865754278742035,0.1169999999999999,-2.021151265806204,0.1818490714702875,-0.8154208455650402,-0.5934107519514826,-0.4376246440110039,-0.6205777287791389,-1.1118898142395155,,,,13.520742225069048,-1.8207422250690488,-0.2477234430488174,-0.8697335314052443,0.4285269417792188,0.2240309701695576,0.1822229779481253,0.3169237531481652,0.3357371794871794,-0.5496695567055476,-0.8377113051989348,0.2880417484933871,-0.2911261616486134,-0.1251980133257137,-0.2508774009520863,-0.6055074553885003,-0.8119175023691545,0.9895439838662466,-1.1781610171340824,3,Capacity-constrained conversion systems,1,1,4,Côte d'Ivoire,5.5152777777777775,6.333333333333333,5.666666666666667,3.5,7.5,7.0,6.0,4.0,0.6211031327301076,0.6876150376040572,0.600157978254279,-0.4346947226252563,0.13697134850526171,1.0864847263714574,0.5193120828269633,-0.09411521910594639,0.32223055489368985,0.5700929564468197
BOL,Bolivia,Bolivia,10.9,11.6,0.7,Bolivia,0.37660475820303,0.087617918848991,0.12119730561972,0.092190504074097,0.075599029660225,Bolivia,-0.9975827,-0.6104172,-0.5460357,-1.267722,-1.2544304,-0.4397641,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Bolivia,12413315.0,2024.0,12877.635118437232,2024.0,79.70469666,2024.0,,,0.06308,2021.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bolivia,6038.784004183883,1012.0,0.1049254842435515,0.0001262550494222,0.4839902319857235,2.0,8015521.0,728.0,0.0728,Bolivia,0,Other / hybrid or not classified in CFP triad,0,9.463247373983195,16.334280244797387,0.0,1,0,1,1,-0.2211158688353097,0.3631711343844774,-0.244822887316283,-0.6471077265240038,-1.3159098320318476,-1.088814013690851,-0.6301644005804613,-0.8154208455650402,-0.4290831913531402,-1.0172771907489009,0.1159999999999999,-2.0308668715312788,0.3947345625036629,-0.8154208455650402,-0.4719835498506773,-0.9226151448922336,-0.0912963809582309,-0.7580625601561474,,,,14.528374867144928,-2.928374867144928,-0.3984238376188883,0.0710276327745838,0.0472414143831347,0.2553334159254756,0.4483324794651784,0.1120424751504447,0.327724358974359,-0.5584806147640173,-0.3631072162831678,-0.1953733984808495,-1.0334312542853952,-0.8381134982809109,-0.9908368715890764,-0.6819703082407704,1.397597327877761,-1.2201676194469204,0.9043981611944002,3,Capacity-constrained conversion systems,1,1,4,Bolivia,4.577222222222221,4.333333333333333,3.6666666666666665,4.75,7.75,4.0,4.0,4.0,-0.0038056695893092895,-0.3768285799299081,-0.4985722180152479,0.1146888290321246,0.28357349495229983,-0.5197930525446178,-0.5193120828269633,-0.09411521910594639,-0.09618882871000817,-0.3354044703353321
IRQ,Iraq,Iraq,10.3,11.2,0.9,Iraq,0.26983634382486,0.065998829901218,0.10627111792564,0.036030597984791,0.06153579801321,Iraq,-1.2050155,-1.1018847,-2.0642762,-1.3581614,-1.030546,-1.0216043,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,Iraq,46042015.0,2024.0,14464.31869281728,2024.0,81.47450256,2024.0,15.5580997467041,2005.0,0.0407,2021.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq,10043.662811380043,2840.0,0.2944549162566071,0.0001027973474809,0.3940667108563072,2.0,27627172.0,2580.0,0.258,Iraq,0,Other / hybrid or not classified in CFP triad,0,9.579440115908117,17.645064907150424,0.0,1,0,1,1,-0.1227390248319509,0.4298854659953374,0.7032441565469906,-1.1587212102786524,-1.072874189190972,-1.1812536401299325,-1.3266755874488798,-0.8154208455650402,-0.5105008479707399,-1.1376163465331857,0.1119999999999999,-2.0704728716970755,0.3322251669008217,-0.8154208455650402,-0.9171559723195072,-1.2066693510572355,-0.541181697764373,-2.463001699434715,,,,15.118764158300868,-3.9187641583008688,-0.5331725361363416,0.1535732205816932,0.0,0.0,0.47168183322271,0.0,0.2956730769230768,-0.5937248469978961,-0.5024648333981386,-0.0912600135997574,-1.1556813605816405,-1.045656919215888,-1.1356592486779673,-0.9624658844271984,1.83043285605881,0.2148420142029963,-0.6860217184636349,3,Capacity-constrained conversion systems,1,1,4,Iraq,5.097376543209877,5.0,4.333333333333333,5.0,6.0,5.0,5.0,5.0,0.34270793701382807,-0.022014040751919494,-0.13232881925873913,0.2245655393636008,-0.7426415301769669,0.01563287376074061,0.0,0.4017995892600008,-0.06594218276203932,0.1009662566706518
