k2_cluster,k2_label,n,eu27_count,institutional_capacity_mean_z,aipi_mean_z,access_assets_mean_z,reg_ethics_mean_z,policy_visibility_mean_z,q1_broad_diffusion_mean_pct,h2_broad_diffusion_mean_pct,q1_change_from_h2_mean_pct_points,claude_visible_platform_use_log_mean,broad_claude_visible_divergence_mean_z,q1_conversion_gap_mean_pct,bti_capacity_mean_z
1.0,High-capacity profile,58,22,0.8716646212673966,0.9795844338525888,0.8299386023084513,0.9413395087929303,0.9319594699326121,29.517241379310345,27.03965517241379,2.477586206896552,0.9241395364651585,0.04251382677676604,1.5692642135521648,0.6693926009037657
2.0,Lower-capacity profile,80,0,-0.6319568504188625,-0.710198714543127,-0.6017054866736271,-0.6824711438748745,-0.675670615701144,12.50375,11.34,1.1637499999999998,0.2557579561877018,0.12189926427911454,-1.137716554825319,-0.28339063271067877
